Year,Month,EDC,price,PTC,markup,CPI,inflation_factor,real_price,real_PTC,real_markup
2019,2,PENELEC,7.06,6.288,0.772,252.776,1.269088,8.9598,7.98,0.9797
2019,2,PENELEC,6.9,6.288,0.612,252.776,1.269088,8.7567,7.98,0.7767
2019,2,PENELEC,6.84,6.288,0.552,252.776,1.269088,8.6806,7.98,0.7005
2019,2,PENELEC,8.49,6.288,2.202,252.776,1.269088,10.7746,7.98,2.7945
2019,2,PENELEC,7.99,6.288,1.702,252.776,1.269088,10.14,7.98,2.16
2019,2,PENELEC,8.5,6.288,2.212,252.776,1.269088,10.7872,7.98,2.8072
2019,2,PENELEC,7.2,6.288,0.912,252.776,1.269088,9.1374,7.98,1.1574
2019,2,PENELEC,7.8,6.288,1.512,252.776,1.269088,9.8989,7.98,1.9189
2019,2,PENELEC,8.5,6.288,2.212,252.776,1.269088,10.7872,7.98,2.8072
2019,2,PENELEC,7.63,6.288,1.342,252.776,1.269088,9.6831,7.98,1.7031
2019,2,PENELEC,7.63,6.288,1.342,252.776,1.269088,9.6831,7.98,1.7031
2019,2,PENELEC,7.84,6.288,1.552,252.776,1.269088,9.9497,7.98,1.9696
2019,2,PENELEC,7.66,6.288,1.372,252.776,1.269088,9.7212,7.98,1.7412
2019,2,PENELEC,7.66,6.288,1.372,252.776,1.269088,9.7212,7.98,1.7412
2019,2,PENELEC,7.87,6.288,1.582,252.776,1.269088,9.9877,7.98,2.0077
2019,2,PENELEC,7.48,6.288,1.192,252.776,1.269088,9.4928,7.98,1.5128
2019,2,PENELEC,7.48,6.288,1.192,252.776,1.269088,9.4928,7.98,1.5128
2019,2,PENELEC,7.69,6.288,1.402,252.776,1.269088,9.7593,7.98,1.7793
2019,2,PENELEC,7.39,6.288,1.102,252.776,1.269088,9.3786,7.98,1.3985
2019,2,PENELEC,7.39,6.288,1.102,252.776,1.269088,9.3786,7.98,1.3985
2019,2,PENELEC,7.6,6.288,1.312,252.776,1.269088,9.6451,7.98,1.665
2019,2,PENELEC,7.27,6.288,0.982,252.776,1.269088,9.2263,7.98,1.2462
2019,2,PENELEC,7.27,6.288,0.982,252.776,1.269088,9.2263,7.98,1.2462
2019,2,PENELEC,7.48,6.288,1.192,252.776,1.269088,9.4928,7.98,1.5128
2019,2,PPL,7.85,7.3515,0.4985,252.776,1.269088,9.9623,9.3297,0.6326
2019,2,PPL,7.75,7.3515,0.3985,252.776,1.269088,9.8354,9.3297,0.5057
2019,2,PPL,7.85,7.3515,0.4985,252.776,1.269088,9.9623,9.3297,0.6326
2019,2,PPL,7.79,7.3515,0.4385,252.776,1.269088,9.8862,9.3297,0.5565
2019,2,PPL,6.9,7.3515,-0.4515,252.776,1.269088,8.7567,9.3297,-0.573
2019,2,PPL,9.91,7.3515,2.5585,252.776,1.269088,12.5767,9.3297,3.247
2019,2,PPL,7.345,7.3515,-0.0065,252.776,1.269088,9.3215,9.3297,-0.0082
2019,2,PPL,6.99,7.3515,-0.3615,252.776,1.269088,8.8709,9.3297,-0.4588
2019,2,PPL,9.99,7.3515,2.6385,252.776,1.269088,12.6782,9.3297,3.3485
2019,2,PPL,10.3,7.3515,2.9485,252.776,1.269088,13.0716,9.3297,3.7419
2019,2,PPL,7.162,7.3515,-0.1895,252.776,1.269088,9.0892,9.3297,-0.2405
2019,2,PPL,11.9,7.3515,4.5485,252.776,1.269088,15.1021,9.3297,5.7724
2019,2,PPL,12.5,7.3515,5.1485,252.776,1.269088,15.8636,9.3297,6.5339
2019,2,PPL,6.49,7.3515,-0.8615,252.776,1.269088,8.2364,9.3297,-1.0933
2019,2,PPL,7.09,7.3515,-0.2615,252.776,1.269088,8.9978,9.3297,-0.3319
2019,2,PPL,7.79,7.3515,0.4385,252.776,1.269088,9.8862,9.3297,0.5565
2019,2,PPL,7.39,7.3515,0.0385,252.776,1.269088,9.3786,9.3297,0.0489
2019,2,PPL,8.79,7.3515,1.4385,252.776,1.269088,11.1553,9.3297,1.8256
2019,2,PPL,8.03,7.3515,0.6785,252.776,1.269088,10.1908,9.3297,0.8611
2019,2,PPL,13.29,7.3515,5.9385,252.776,1.269088,16.8662,9.3297,7.5365
2019,2,PPL,7.99,7.3515,0.6385,252.776,1.269088,10.14,9.3297,0.8103
2019,2,PPL,8.99,7.3515,1.6385,252.776,1.269088,11.4091,9.3297,2.0794
2019,2,PPL,8.79,7.3515,1.4385,252.776,1.269088,11.1553,9.3297,1.8256
2019,2,PPL,7.79,7.3515,0.4385,252.776,1.269088,9.8862,9.3297,0.5565
2019,2,PPL,10.69,7.3515,3.3385,252.776,1.269088,13.5666,9.3297,4.2369
2019,2,PPL,12.59,7.3515,5.2385,252.776,1.269088,15.9778,9.3297,6.6481
2019,2,PPL,7.89,7.3515,0.5385,252.776,1.269088,10.0131,9.3297,0.6834
2019,2,PPL,7.99,7.3515,0.6385,252.776,1.269088,10.14,9.3297,0.8103
2019,2,PPL,7.89,7.3515,0.5385,252.776,1.269088,10.0131,9.3297,0.6834
2019,2,PPL,7.79,7.3515,0.4385,252.776,1.269088,9.8862,9.3297,0.5565
2019,2,PPL,8.49,7.3515,1.1385,252.776,1.269088,10.7746,9.3297,1.4449
2019,2,PPL,7.99,7.3515,0.6385,252.776,1.269088,10.14,9.3297,0.8103
2019,2,PPL,8.09,7.3515,0.7385,252.776,1.269088,10.2669,9.3297,0.9372
2019,2,PPL,6.76,7.3515,-0.5915,252.776,1.269088,8.579,9.3297,-0.7507
2019,2,PPL,8.09,7.3515,0.7385,252.776,1.269088,10.2669,9.3297,0.9372
2019,2,PPL,8.5,7.3515,1.1485,252.776,1.269088,10.7872,9.3297,1.4575
2019,2,PPL,8.82,7.3515,1.4685,252.776,1.269088,11.1934,9.3297,1.8637
2019,2,PPL,12.79,7.3515,5.4385,252.776,1.269088,16.2316,9.3297,6.9019
2019,2,PPL,11.79,7.3515,4.4385,252.776,1.269088,14.9625,9.3297,5.6328
2019,2,PPL,7.2,7.3515,-0.1515,252.776,1.269088,9.1374,9.3297,-0.1923
2019,2,PPL,9.49,7.3515,2.1385,252.776,1.269088,12.0436,9.3297,2.7139
2019,2,PPL,9.09,7.3515,1.7385,252.776,1.269088,11.536,9.3297,2.2063
2019,2,PPL,7.5,7.3515,0.1485,252.776,1.269088,9.5182,9.3297,0.1885
2019,2,PPL,8.89,7.3515,1.5385,252.776,1.269088,11.2822,9.3297,1.9525
2019,2,PPL,8.99,7.3515,1.6385,252.776,1.269088,11.4091,9.3297,2.0794
2019,2,PPL,8.99,7.3515,1.6385,252.776,1.269088,11.4091,9.3297,2.0794
2019,2,PPL,7.0,7.3515,-0.3515,252.776,1.269088,8.8836,9.3297,-0.4461
2019,2,PPL,8.9,7.3515,1.5485,252.776,1.269088,11.2949,9.3297,1.9652
2019,2,PPL,10.1,7.3515,2.7485,252.776,1.269088,12.8178,9.3297,3.4881
2019,2,PPL,6.99,7.3515,-0.3615,252.776,1.269088,8.8709,9.3297,-0.4588
2019,2,PPL,6.99,7.3515,-0.3615,252.776,1.269088,8.8709,9.3297,-0.4588
2019,2,PPL,8.86,7.3515,1.5085,252.776,1.269088,11.2441,9.3297,1.9144
2019,2,PPL,8.46,7.3515,1.1085,252.776,1.269088,10.7365,9.3297,1.4068
2019,2,PPL,8.07,7.3515,0.7185,252.776,1.269088,10.2415,9.3297,0.9118
2019,2,PPL,8.99,7.3515,1.6385,252.776,1.269088,11.4091,9.3297,2.0794
2019,2,PPL,9.39,7.3515,2.0385,252.776,1.269088,11.9167,9.3297,2.587
2019,2,PPL,6.74,7.3515,-0.6115,252.776,1.269088,8.5537,9.3297,-0.776
2019,2,PPL,11.2,7.3515,3.8485,252.776,1.269088,14.2138,9.3297,4.8841
2019,2,PPL,6.98,7.3515,-0.3715,252.776,1.269088,8.8582,9.3297,-0.4715
2019,2,PPL,9.28,7.3515,1.9285,252.776,1.269088,11.7771,9.3297,2.4474
2019,2,PPL,8.78,7.3515,1.4285,252.776,1.269088,11.1426,9.3297,1.8129
2019,2,PPL,7.28,7.3515,-0.0715,252.776,1.269088,9.239,9.3297,-0.0907
2019,2,PPL,9.78,7.3515,2.4285,252.776,1.269088,12.4117,9.3297,3.082
2019,2,PPL,8.9,7.3515,1.5485,252.776,1.269088,11.2949,9.3297,1.9652
2019,2,PPL,9.3,7.3515,1.9485,252.776,1.269088,11.8025,9.3297,2.4728
2019,2,PPL,9.8,7.3515,2.4485,252.776,1.269088,12.4371,9.3297,3.1074
2019,2,PPL,7.99,7.3515,0.6385,252.776,1.269088,10.14,9.3297,0.8103
2019,2,PPL,8.79,7.3515,1.4385,252.776,1.269088,11.1553,9.3297,1.8256
2019,2,PPL,9.29,7.3515,1.9385,252.776,1.269088,11.7898,9.3297,2.4601
2019,2,PPL,7.99,7.3515,0.6385,252.776,1.269088,10.14,9.3297,0.8103
2019,2,PPL,7.88,7.3515,0.5285,252.776,1.269088,10.0004,9.3297,0.6707
2019,2,PPL,7.88,7.3515,0.5285,252.776,1.269088,10.0004,9.3297,0.6707
2019,2,PPL,9.49,7.3515,2.1385,252.776,1.269088,12.0436,9.3297,2.7139
2019,2,PPL,9.09,7.3515,1.7385,252.776,1.269088,11.536,9.3297,2.2063
2019,2,PPL,9.1,7.3515,1.7485,252.776,1.269088,11.5487,9.3297,2.219
2019,2,PPL,7.9,7.3515,0.5485,252.776,1.269088,10.0258,9.3297,0.6961
2019,2,PPL,8.5,7.3515,1.1485,252.776,1.269088,10.7872,9.3297,1.4575
2019,2,PPL,9.2,7.3515,1.8485,252.776,1.269088,11.6756,9.3297,2.3459
2019,2,PPL,8.51,7.3515,1.1585,252.776,1.269088,10.7999,9.3297,1.4702
2019,2,PPL,8.51,7.3515,1.1585,252.776,1.269088,10.7999,9.3297,1.4702
2019,2,PPL,8.72,7.3515,1.3685,252.776,1.269088,11.0664,9.3297,1.7367
2019,2,PPL,8.02,7.3515,0.6685,252.776,1.269088,10.1781,9.3297,0.8484
2019,2,PPL,8.02,7.3515,0.6685,252.776,1.269088,10.1781,9.3297,0.8484
2019,2,PPL,8.24,7.3515,0.8885,252.776,1.269088,10.4573,9.3297,1.1276
2019,2,PPL,7.92,7.3515,0.5685,252.776,1.269088,10.0512,9.3297,0.7215
2019,2,PPL,7.93,7.3515,0.5785,252.776,1.269088,10.0639,9.3297,0.7342
2019,2,PPL,8.14,7.3515,0.7885,252.776,1.269088,10.3304,9.3297,1.0007
2019,2,PPL,7.86,7.3515,0.5085,252.776,1.269088,9.975,9.3297,0.6453
2019,2,PPL,7.85,7.3515,0.4985,252.776,1.269088,9.9623,9.3297,0.6326
2019,2,PPL,8.07,7.3515,0.7185,252.776,1.269088,10.2415,9.3297,0.9118
2019,2,PPL,7.76,7.3515,0.4085,252.776,1.269088,9.8481,9.3297,0.5184
2019,2,PPL,7.76,7.3515,0.4085,252.776,1.269088,9.8481,9.3297,0.5184
2019,2,PPL,7.97,7.3515,0.6185,252.776,1.269088,10.1146,9.3297,0.7849
2019,2,PPL,11.89,7.3515,4.5385,252.776,1.269088,15.0895,9.3297,5.7598
2019,2,PPL,9.49,7.3515,2.1385,252.776,1.269088,12.0436,9.3297,2.7139
2019,2,PPL,9.09,7.3515,1.7385,252.776,1.269088,11.536,9.3297,2.2063
2019,2,PPL,8.39,7.3515,1.0385,252.776,1.269088,10.6476,9.3297,1.3179
2019,2,PPL,9.19,7.3515,1.8385,252.776,1.269088,11.6629,9.3297,2.3332
2019,2,PPL,9.49,7.3515,2.1385,252.776,1.269088,12.0436,9.3297,2.7139
2019,3,APS,7.99,6.253,1.737,254.202,1.261969,10.0831,7.8911,2.192
2019,3,APS,8.29,6.253,2.037,254.202,1.261969,10.4617,7.8911,2.5706
2019,3,APS,8.39,6.253,2.137,254.202,1.261969,10.5879,7.8911,2.6968
2019,3,APS,8.35,6.253,2.097,254.202,1.261969,10.5374,7.8911,2.6463
2019,3,APS,6.9,6.253,0.647,254.202,1.261969,8.7076,7.8911,0.8165
2019,3,APS,11.07,6.253,4.817,254.202,1.261969,13.97,7.8911,6.0789
2019,3,APS,5.8,6.253,-0.453,254.202,1.261969,7.3194,7.8911,-0.5717
2019,3,APS,7.39,6.253,1.137,254.202,1.261969,9.3259,7.8911,1.4349
2019,3,APS,10.1,6.253,3.847,254.202,1.261969,12.7459,7.8911,4.8548
2019,3,APS,7.6,6.253,1.347,254.202,1.261969,9.591,7.8911,1.6999
2019,3,APS,9.7,6.253,3.447,254.202,1.261969,12.2411,7.8911,4.35
2019,3,APS,12.5,6.253,6.247,254.202,1.261969,15.7746,7.8911,7.8835
2019,3,APS,6.79,6.253,0.537,254.202,1.261969,8.5688,7.8911,0.6777
2019,3,APS,8.69,6.253,2.437,254.202,1.261969,10.9665,7.8911,3.0754
2019,3,APS,7.29,6.253,1.037,254.202,1.261969,9.1998,7.8911,1.3087
2019,3,APS,7.99,6.253,1.737,254.202,1.261969,10.0831,7.8911,2.192
2019,3,APS,7.89,6.253,1.637,254.202,1.261969,9.9569,7.8911,2.0658
2019,3,APS,6.99,6.253,0.737,254.202,1.261969,8.8212,7.8911,0.9301
2019,3,APS,7.99,6.253,1.737,254.202,1.261969,10.0831,7.8911,2.192
2019,3,APS,7.89,6.253,1.637,254.202,1.261969,9.9569,7.8911,2.0658
2019,3,APS,7.89,6.253,1.637,254.202,1.261969,9.9569,7.8911,2.0658
2019,3,APS,7.79,6.253,1.537,254.202,1.261969,9.8307,7.8911,1.9396
2019,3,APS,8.79,6.253,2.537,254.202,1.261969,11.0927,7.8911,3.2016
2019,3,APS,7.79,6.253,1.537,254.202,1.261969,9.8307,7.8911,1.9396
2019,3,APS,8.09,6.253,1.837,254.202,1.261969,10.2093,7.8911,2.3182
2019,3,APS,8.89,6.253,2.637,254.202,1.261969,11.2189,7.8911,3.3278
2019,3,APS,8.59,6.253,2.337,254.202,1.261969,10.8403,7.8911,2.9492
2019,3,APS,7.7,6.253,1.447,254.202,1.261969,9.7172,7.8911,1.8261
2019,3,APS,10.09,6.253,3.837,254.202,1.261969,12.7333,7.8911,4.8422
2019,3,APS,10.19,6.253,3.937,254.202,1.261969,12.8595,7.8911,4.9684
2019,3,APS,10.29,6.253,4.037,254.202,1.261969,12.9857,7.8911,5.0946
2019,3,APS,9.3,6.253,3.047,254.202,1.261969,11.7363,7.8911,3.8452
2019,3,APS,8.29,6.253,2.037,254.202,1.261969,10.4617,7.8911,2.5706
2019,3,APS,7.93,6.253,1.677,254.202,1.261969,10.0074,7.8911,2.1163
2019,3,APS,5.99,6.253,-0.263,254.202,1.261969,7.5592,7.8911,-0.3319
2019,3,APS,6.38,6.253,0.127,254.202,1.261969,8.0514,7.8911,0.1603
2019,3,APS,6.78,6.253,0.527,254.202,1.261969,8.5561,7.8911,0.6651
2019,3,APS,8.39,6.253,2.137,254.202,1.261969,10.5879,7.8911,2.6968
2019,3,APS,9.19,6.253,2.937,254.202,1.261969,11.5975,7.8911,3.7064
2019,3,APS,9.49,6.253,3.237,254.202,1.261969,11.9761,7.8911,4.085
2019,3,APS,7.7,6.253,1.447,254.202,1.261969,9.7172,7.8911,1.8261
2019,3,APS,7.9,6.253,1.647,254.202,1.261969,9.9696,7.8911,2.0785
2019,3,APS,6.65,6.253,0.397,254.202,1.261969,8.3921,7.8911,0.501
2019,3,APS,6.79,6.253,0.537,254.202,1.261969,8.5688,7.8911,0.6777
2019,3,APS,6.89,6.253,0.637,254.202,1.261969,8.695,7.8911,0.8039
2019,3,APS,6.89,6.253,0.637,254.202,1.261969,8.695,7.8911,0.8039
2019,3,APS,5.9,6.253,-0.353,254.202,1.261969,7.4456,7.8911,-0.4455
2019,3,APS,9.8,6.253,3.547,254.202,1.261969,12.3673,7.8911,4.4762
2019,3,APS,5.9,6.253,-0.353,254.202,1.261969,7.4456,7.8911,-0.4455
2019,3,APS,6.49,6.253,0.237,254.202,1.261969,8.1902,7.8911,0.2991
2019,3,APS,9.2,6.253,2.947,254.202,1.261969,11.6101,7.8911,3.719
2019,3,APS,5.8,6.253,-0.453,254.202,1.261969,7.3194,7.8911,-0.5717
2019,3,APS,8.4,6.253,2.147,254.202,1.261969,10.6005,7.8911,2.7094
2019,3,APS,11.0,6.253,4.747,254.202,1.261969,13.8817,7.8911,5.9906
2019,3,APS,6.19,6.253,-0.063,254.202,1.261969,7.8116,7.8911,-0.0795
2019,3,APS,7.99,6.253,1.737,254.202,1.261969,10.0831,7.8911,2.192
2019,3,APS,11.99,6.253,5.737,254.202,1.261969,15.131,7.8911,7.2399
2019,3,APS,6.69,6.253,0.437,254.202,1.261969,8.4426,7.8911,0.5515
2019,3,APS,7.69,6.253,1.437,254.202,1.261969,9.7045,7.8911,1.8134
2019,3,APS,7.49,6.253,1.237,254.202,1.261969,9.4521,7.8911,1.5611
2019,3,APS,6.29,6.253,0.037,254.202,1.261969,7.9378,7.8911,0.0467
2019,3,APS,6.79,6.253,0.537,254.202,1.261969,8.5688,7.8911,0.6777
2019,3,APS,6.69,6.253,0.437,254.202,1.261969,8.4426,7.8911,0.5515
2019,3,APS,6.69,6.253,0.437,254.202,1.261969,8.4426,7.8911,0.5515
2019,3,APS,6.59,6.253,0.337,254.202,1.261969,8.3164,7.8911,0.4253
2019,3,APS,7.49,6.253,1.237,254.202,1.261969,9.4521,7.8911,1.5611
2019,3,APS,6.69,6.253,0.437,254.202,1.261969,8.4426,7.8911,0.5515
2019,3,APS,6.99,6.253,0.737,254.202,1.261969,8.8212,7.8911,0.9301
2019,3,APS,8.59,6.253,2.337,254.202,1.261969,10.8403,7.8911,2.9492
2019,3,APS,8.09,6.253,1.837,254.202,1.261969,10.2093,7.8911,2.3182
2019,3,APS,5.9,6.253,-0.353,254.202,1.261969,7.4456,7.8911,-0.4455
2019,3,APS,8.19,6.253,1.937,254.202,1.261969,10.3355,7.8911,2.4444
2019,3,APS,8.29,6.253,2.037,254.202,1.261969,10.4617,7.8911,2.5706
2019,3,APS,8.39,6.253,2.137,254.202,1.261969,10.5879,7.8911,2.6968
2019,3,APS,5.2,6.253,-1.053,254.202,1.261969,6.5622,7.8911,-1.3289
2019,3,APS,8.9,6.253,2.647,254.202,1.261969,11.2315,7.8911,3.3404
2019,3,APS,8.4,6.253,2.147,254.202,1.261969,10.6005,7.8911,2.7094
2019,3,APS,7.91,6.253,1.657,254.202,1.261969,9.9822,7.8911,2.0911
2019,3,APS,7.46,6.253,1.207,254.202,1.261969,9.4143,7.8911,1.5232
2019,3,APS,5.94,6.253,-0.313,254.202,1.261969,7.4961,7.8911,-0.395
2019,3,APS,5.98,6.253,-0.273,254.202,1.261969,7.5466,7.8911,-0.3445
2019,3,APS,6.68,6.253,0.427,254.202,1.261969,8.43,7.8911,0.5389
2019,3,APS,7.99,6.253,1.737,254.202,1.261969,10.0831,7.8911,2.192
2019,3,APS,8.79,6.253,2.537,254.202,1.261969,11.0927,7.8911,3.2016
2019,3,APS,9.29,6.253,3.037,254.202,1.261969,11.7237,7.8911,3.8326
2019,3,APS,7.14,6.253,0.887,254.202,1.261969,9.0105,7.8911,1.1194
2019,3,APS,6.95,6.253,0.697,254.202,1.261969,8.7707,7.8911,0.8796
2019,3,APS,6.94,6.253,0.687,254.202,1.261969,8.7581,7.8911,0.867
2019,3,APS,6.0,6.253,-0.253,254.202,1.261969,7.5718,7.8911,-0.3193
2019,3,APS,6.8,6.253,0.547,254.202,1.261969,8.5814,7.8911,0.6903
2019,3,DUQ,8.29,7.0067,1.2833,254.202,1.261969,10.4617,8.8422,1.6195
2019,3,DUQ,8.39,7.0067,1.3833,254.202,1.261969,10.5879,8.8422,1.7457
2019,3,DUQ,8.35,7.0067,1.3433,254.202,1.261969,10.5374,8.8422,1.6952
2019,3,DUQ,6.9,7.0067,-0.1067,254.202,1.261969,8.7076,8.8422,-0.1346
2019,3,DUQ,10.31,7.0067,3.3033,254.202,1.261969,13.0109,8.8422,4.1687
2019,3,DUQ,7.72,7.0067,0.7133,254.202,1.261969,9.7424,8.8422,0.9002
2019,3,DUQ,6.49,7.0067,-0.5167,254.202,1.261969,8.1902,8.8422,-0.652
2019,3,DUQ,8.29,7.0067,1.2833,254.202,1.261969,10.4617,8.8422,1.6195
2019,3,DUQ,9.5,7.0067,2.4933,254.202,1.261969,11.9887,8.8422,3.1465
2019,3,DUQ,12.2,7.0067,5.1933,254.202,1.261969,15.396,8.8422,6.5538
2019,3,DUQ,7.39,7.0067,0.3833,254.202,1.261969,9.3259,8.8422,0.4838
2019,3,DUQ,6.59,7.0067,-0.4167,254.202,1.261969,8.3164,8.8422,-0.5258
2019,3,DUQ,6.39,7.0067,-0.6167,254.202,1.261969,8.064,8.8422,-0.7782
2019,3,DUQ,7.99,7.0067,0.9833,254.202,1.261969,10.0831,8.8422,1.2409
2019,3,DUQ,8.79,7.0067,1.7833,254.202,1.261969,11.0927,8.8422,2.2505
2019,3,DUQ,12.87,7.0067,5.8633,254.202,1.261969,16.2415,8.8422,7.3993
2019,3,DUQ,8.49,7.0067,1.4833,254.202,1.261969,10.7141,8.8422,1.8719
2019,3,DUQ,9.49,7.0067,2.4833,254.202,1.261969,11.9761,8.8422,3.1339
2019,3,DUQ,9.29,7.0067,2.2833,254.202,1.261969,11.7237,8.8422,2.8815
2019,3,DUQ,8.29,7.0067,1.2833,254.202,1.261969,10.4617,8.8422,1.6195
2019,3,DUQ,8.49,7.0067,1.4833,254.202,1.261969,10.7141,8.8422,1.8719
2019,3,DUQ,8.39,7.0067,1.3833,254.202,1.261969,10.5879,8.8422,1.7457
2019,3,DUQ,8.49,7.0067,1.4833,254.202,1.261969,10.7141,8.8422,1.8719
2019,3,DUQ,8.39,7.0067,1.3833,254.202,1.261969,10.5879,8.8422,1.7457
2019,3,DUQ,9.09,7.0067,2.0833,254.202,1.261969,11.4713,8.8422,2.6291
2019,3,DUQ,8.39,7.0067,1.3833,254.202,1.261969,10.5879,8.8422,1.7457
2019,3,DUQ,8.79,7.0067,1.7833,254.202,1.261969,11.0927,8.8422,2.2505
2019,3,DUQ,6.61,7.0067,-0.3967,254.202,1.261969,8.3416,8.8422,-0.5006
2019,3,DUQ,7.75,7.0067,0.7433,254.202,1.261969,9.7803,8.8422,0.9381
2019,3,DUQ,7.97,7.0067,0.9633,254.202,1.261969,10.0579,8.8422,1.2157
2019,3,DUQ,8.1,7.0067,1.0933,254.202,1.261969,10.2219,8.8422,1.3798
2019,3,DUQ,10.19,7.0067,3.1833,254.202,1.261969,12.8595,8.8422,4.0173
2019,3,DUQ,10.19,7.0067,3.1833,254.202,1.261969,12.8595,8.8422,4.0173
2019,3,DUQ,8.4,7.0067,1.3933,254.202,1.261969,10.6005,8.8422,1.7583
2019,3,DUQ,11.09,7.0067,4.0833,254.202,1.261969,13.9952,8.8422,5.153
2019,3,DUQ,11.19,7.0067,4.1833,254.202,1.261969,14.1214,8.8422,5.2792
2019,3,DUQ,11.19,7.0067,4.1833,254.202,1.261969,14.1214,8.8422,5.2792
2019,3,DUQ,7.1,7.0067,0.0933,254.202,1.261969,8.96,8.8422,0.1178
2019,3,DUQ,8.9,7.0067,1.8933,254.202,1.261969,11.2315,8.8422,2.3893
2019,3,DUQ,10.29,7.0067,3.2833,254.202,1.261969,12.9857,8.8422,4.1435
2019,3,DUQ,9.57,7.0067,2.5633,254.202,1.261969,12.077,8.8422,3.2348
2019,3,DUQ,9.56,7.0067,2.5533,254.202,1.261969,12.0644,8.8422,3.2222
2019,3,DUQ,6.59,7.0067,-0.4167,254.202,1.261969,8.3164,8.8422,-0.5258
2019,3,DUQ,7.38,7.0067,0.3733,254.202,1.261969,9.3133,8.8422,0.4711
2019,3,DUQ,7.58,7.0067,0.5733,254.202,1.261969,9.5657,8.8422,0.7235
2019,3,DUQ,7.99,7.0067,0.9833,254.202,1.261969,10.0831,8.8422,1.2409
2019,3,DUQ,8.79,7.0067,1.7833,254.202,1.261969,11.0927,8.8422,2.2505
2019,3,DUQ,9.29,7.0067,2.2833,254.202,1.261969,11.7237,8.8422,2.8815
2019,3,DUQ,8.96,7.0067,1.9533,254.202,1.261969,11.3072,8.8422,2.465
2019,3,DUQ,9.36,7.0067,2.3533,254.202,1.261969,11.812,8.8422,2.9698
2019,3,DUQ,9.31,7.0067,2.3033,254.202,1.261969,11.7489,8.8422,2.9067
2019,3,DUQ,10.19,7.0067,3.1833,254.202,1.261969,12.8595,8.8422,4.0173
2019,3,DUQ,10.19,7.0067,3.1833,254.202,1.261969,12.8595,8.8422,4.0173
2019,3,DUQ,8.1,7.0067,1.0933,254.202,1.261969,10.2219,8.8422,1.3798
2019,3,DUQ,8.5,7.0067,1.4933,254.202,1.261969,10.7267,8.8422,1.8845
2019,3,DUQ,9.4,7.0067,2.3933,254.202,1.261969,11.8625,8.8422,3.0203
2019,3,DUQ,9.02,7.0067,2.0133,254.202,1.261969,11.383,8.8422,2.5408
2019,3,DUQ,9.02,7.0067,2.0133,254.202,1.261969,11.383,8.8422,2.5408
2019,3,DUQ,9.23,7.0067,2.2233,254.202,1.261969,11.648,8.8422,2.8058
2019,3,DUQ,8.45,7.0067,1.4433,254.202,1.261969,10.6636,8.8422,1.8214
2019,3,DUQ,8.45,7.0067,1.4433,254.202,1.261969,10.6636,8.8422,1.8214
2019,3,DUQ,8.66,7.0067,1.6533,254.202,1.261969,10.9287,8.8422,2.0865
2019,3,DUQ,8.4,7.0067,1.3933,254.202,1.261969,10.6005,8.8422,1.7583
2019,3,DUQ,8.41,7.0067,1.4033,254.202,1.261969,10.6132,8.8422,1.771
2019,3,DUQ,8.62,7.0067,1.6133,254.202,1.261969,10.8782,8.8422,2.036
2019,3,DUQ,8.22,7.0067,1.2133,254.202,1.261969,10.3734,8.8422,1.5312
2019,3,DUQ,8.23,7.0067,1.2233,254.202,1.261969,10.386,8.8422,1.5438
2019,3,DUQ,8.44,7.0067,1.4333,254.202,1.261969,10.651,8.8422,1.8088
2019,3,DUQ,8.14,7.0067,1.1333,254.202,1.261969,10.2724,8.8422,1.4302
2019,3,DUQ,8.14,7.0067,1.1333,254.202,1.261969,10.2724,8.8422,1.4302
2019,3,DUQ,8.35,7.0067,1.3433,254.202,1.261969,10.5374,8.8422,1.6952
2019,3,DUQ,8.29,7.0067,1.2833,254.202,1.261969,10.4617,8.8422,1.6195
2019,3,DUQ,8.39,7.0067,1.3833,254.202,1.261969,10.5879,8.8422,1.7457
2019,3,DUQ,8.35,7.0067,1.3433,254.202,1.261969,10.5374,8.8422,1.6952
2019,3,DUQ,6.9,7.0067,-0.1067,254.202,1.261969,8.7076,8.8422,-0.1346
2019,3,DUQ,9.5,7.0067,2.4933,254.202,1.261969,11.9887,8.8422,3.1465
2019,3,DUQ,12.2,7.0067,5.1933,254.202,1.261969,15.396,8.8422,6.5538
2019,3,DUQ,7.39,7.0067,0.3833,254.202,1.261969,9.3259,8.8422,0.4838
2019,3,DUQ,6.59,7.0067,-0.4167,254.202,1.261969,8.3164,8.8422,-0.5258
2019,3,DUQ,6.39,7.0067,-0.6167,254.202,1.261969,8.064,8.8422,-0.7782
2019,3,DUQ,7.99,7.0067,0.9833,254.202,1.261969,10.0831,8.8422,1.2409
2019,3,DUQ,8.79,7.0067,1.7833,254.202,1.261969,11.0927,8.8422,2.2505
2019,3,DUQ,12.87,7.0067,5.8633,254.202,1.261969,16.2415,8.8422,7.3993
2019,3,DUQ,7.1,7.0067,0.0933,254.202,1.261969,8.96,8.8422,0.1178
2019,3,DUQ,8.9,7.0067,1.8933,254.202,1.261969,11.2315,8.8422,2.3893
2019,3,DUQ,10.29,7.0067,3.2833,254.202,1.261969,12.9857,8.8422,4.1435
2019,3,DUQ,9.57,7.0067,2.5633,254.202,1.261969,12.077,8.8422,3.2348
2019,3,DUQ,9.56,7.0067,2.5533,254.202,1.261969,12.0644,8.8422,3.2222
