Year,Month,supplier,price,EDC
2017,8,AEP Energy,5.99,APS
2017,8,AEP Energy,6.15,APS
2017,8,AEP Energy,6.39,APS
2017,8,Ambit Energy,5.8,APS
2017,8,Ambit Energy,5.9,APS
2017,8,Ambit Energy,9.8,APS
2017,8,Ambit Energy,11.07,APS
2017,8,American Power & Gas of PA,6.49,APS
2017,8,American Power & Gas of PA,6.99,APS
2017,8,American Power & Gas of PA,9.2,APS
2017,8,American Power & Gas of PA,9.49,APS
2017,8,American Power & Gas of PA,9.99,APS
2017,8,American Power & Gas of PA,10.1,APS
2017,8,Cirro Energy,5.8,APS
2017,8,Cirro Energy,7.0,APS
2017,8,CleanChoice Energy,8.4,APS
2017,8,CleanChoice Energy,10.0,APS
2017,8,CleanChoice Energy,10.3,APS
2017,8,CleanChoice Energy,11.5,APS
2017,8,Community Energy,11.99,APS
2017,8,Constellation Energy,6.49,APS
2017,8,Constellation Energy,6.79,APS
2017,8,Constellation Energy,6.89,APS
2017,8,Constellation Energy,6.99,APS
2017,8,Constellation Energy,7.19,APS
2017,8,Constellation Energy,7.69,APS
2017,8,Constellation Energy,7.79,APS
2017,8,Direct Energy,6.99,APS
2017,8,Direct Energy,7.09,APS
2017,8,Direct Energy,7.19,APS
2017,8,Direct Energy,7.29,APS
2017,8,Direct Energy,7.39,APS
2017,8,Direct Energy,7.89,APS
2017,8,Direct Energy,7.9,APS
2017,8,Direct Energy,8.09,APS
2017,8,Direct Energy,8.19,APS
2017,8,Direct Energy,8.29,APS
2017,8,Direct Energy,8.39,APS
2017,8,Direct Energy,8.49,APS
2017,8,Energy Rewards,8.59,APS
2017,8,Energy Rewards,9.09,APS
2017,8,Energy Rewards,11.15,APS
2017,8,Energy Rewards,11.75,APS
2017,8,Green Mountain Energy Company,5.9,APS
2017,8,Green Mountain Energy Company,7.7,APS
2017,8,IGS Energy,6.89,APS
2017,8,IGS Energy,6.99,APS
2017,8,IGS Energy,7.19,APS
2017,8,IGS Energy,7.29,APS
2017,8,IGS Energy,7.39,APS
2017,8,IGS Energy,7.59,APS
2017,8,NRG Home,5.4,APS
2017,8,NRG Home,7.1,APS
2017,8,North American Power,7.69,APS
2017,8,North American Power,8.19,APS
2017,8,North American Power,8.64,APS
2017,8,North American Power,8.99,APS
2017,8,North American Power,9.09,APS
2017,8,North American Power,9.14,APS
2017,8,North American Power,9.94,APS
2017,8,North American Power,10.34,APS
2017,8,Oasis Energy,6.79,APS
2017,8,Oasis Energy,6.89,APS
2017,8,Oasis Energy,7.39,APS
2017,8,Oasis Energy,7.49,APS
2017,8,Oasis Energy,7.69,APS
2017,8,Oasis Energy,8.29,APS
2017,8,Oasis Energy,8.89,APS
2017,8,Oasis Energy,9.49,APS
2017,8,"Palmco Power PA, LLC",5.84,APS
2017,8,"Public Power, LLC",7.99,APS
2017,8,"Public Power, LLC",8.79,APS
2017,8,"Public Power, LLC",11.65,APS
2017,8,"Public Power, LLC",11.95,APS
2017,8,"Respond Power, LLC",9.14,APS
2017,8,SFE Energy,8.59,APS
2017,8,SFE Energy,8.99,APS
2017,8,Sperian Energy Corp.,5.94,APS
2017,8,Sperian Energy Corp.,5.99,APS
2017,8,"Stream Energy Pennsylvania, LLC",6.49,APS
2017,8,"Stream Energy Pennsylvania, LLC",7.88,APS
2017,8,"Stream Energy Pennsylvania, LLC",8.48,APS
2017,8,"Stream Energy Pennsylvania, LLC",8.58,APS
2017,8,"Stream Energy Pennsylvania, LLC",8.98,APS
2017,8,Talen Energy,6.25,APS
2017,8,Talen Energy,6.36,APS
2017,8,Talen Energy,6.62,APS
2017,8,Town Square Energy,6.29,APS
2017,8,Town Square Energy,6.79,APS
2017,8,Town Square Energy,7.39,APS
2017,8,Town Square Energy,8.39,APS
2017,8,Town Square Energy,8.99,APS
2017,8,Town Square Energy,9.99,APS
2017,8,TriEagle Energy,6.79,APS
2017,8,TriEagle Energy,6.89,APS
2017,8,TriEagle Energy,6.99,APS
2017,8,"Verde Energy USA, Inc.",8.99,APS
2017,8,WGL Energy,6.6,APS
2017,8,WGL Energy,7.1,APS
2017,8,AEP Energy,7.5,DUQ
2017,8,AEP Energy,7.95,DUQ
2017,8,AEP Energy,8.2,DUQ
2017,8,AEP Energy,8.25,DUQ
2017,8,Ambit Energy,7.72,DUQ
2017,8,Ambit Energy,10.31,DUQ
2017,8,American Power & Gas of PA,5.99,DUQ
2017,8,American Power & Gas of PA,8.99,DUQ
2017,8,Cirro Energy,7.0,DUQ
2017,8,CleanChoice Energy,10.4,DUQ
2017,8,CleanChoice Energy,11.7,DUQ
2017,8,Clearview Electric,11.49,DUQ
2017,8,Community Energy,12.87,DUQ
2017,8,Constellation Energy,8.49,DUQ
2017,8,Constellation Energy,8.89,DUQ
2017,8,Direct Energy,8.69,DUQ
2017,8,Direct Energy,8.79,DUQ
2017,8,Direct Energy,8.89,DUQ
2017,8,Direct Energy,9.69,DUQ
2017,8,Direct Energy,9.7,DUQ
2017,8,Direct Energy,9.99,DUQ
2017,8,"Eligo Energy PA, LLC",6.61,DUQ
2017,8,"Eligo Energy PA, LLC",7.75,DUQ
2017,8,"Eligo Energy PA, LLC",7.97,DUQ
2017,8,"Eligo Energy PA, LLC",8.1,DUQ
2017,8,Energy Rewards,9.39,DUQ
2017,8,Energy Rewards,11.15,DUQ
2017,8,Green Mountain Energy Company,7.4,DUQ
2017,8,IGS Energy,9.19,DUQ
2017,8,IGS Energy,9.29,DUQ
2017,8,IGS Energy,9.49,DUQ
2017,8,Just Energy,11.49,DUQ
2017,8,NRG Home,7.2,DUQ
2017,8,North American Power,8.69,DUQ
2017,8,North American Power,8.89,DUQ
2017,8,North American Power,9.64,DUQ
2017,8,North American Power,9.84,DUQ
2017,8,Oasis Energy,6.89,DUQ
2017,8,Oasis Energy,6.99,DUQ
2017,8,Oasis Energy,7.49,DUQ
2017,8,Oasis Energy,7.59,DUQ
2017,8,Oasis Energy,7.69,DUQ
2017,8,Oasis Energy,8.29,DUQ
2017,8,Oasis Energy,8.49,DUQ
2017,8,Oasis Energy,9.09,DUQ
2017,8,Oasis Energy,9.29,DUQ
2017,8,Oasis Energy,9.89,DUQ
2017,8,"Palmco Power PA, LLC",6.88,DUQ
2017,8,Park Power,8.99,DUQ
2017,8,"Public Power, LLC",8.99,DUQ
2017,8,"Public Power, LLC",11.75,DUQ
2017,8,"Respond Power, LLC",10.5,DUQ
2017,8,SFE Energy,8.59,DUQ
2017,8,Sperian Energy Corp.,6.59,DUQ
2017,8,"Stream Energy Pennsylvania, LLC",7.78,DUQ
2017,8,"Stream Energy Pennsylvania, LLC",7.98,DUQ
2017,8,"Stream Energy Pennsylvania, LLC",8.78,DUQ
2017,8,"Stream Energy Pennsylvania, LLC",9.18,DUQ
2017,8,"Stream Energy Pennsylvania, LLC",9.58,DUQ
2017,8,Town Square Energy,6.55,DUQ
2017,8,Town Square Energy,7.99,DUQ
2017,8,Town Square Energy,8.99,DUQ
2017,8,TriEagle Energy,7.97,DUQ
2017,8,TriEagle Energy,8.02,DUQ
2017,8,TriEagle Energy,8.06,DUQ
2017,8,"Verde Energy USA, Inc.",8.99,DUQ
2017,8,Viridian Energy,7.6,DUQ
2017,8,Viridian Energy,9.69,DUQ
2017,8,Viridian Energy,10.18,DUQ
2017,8,Viridian Energy,12.25,DUQ
2017,8,WGL Energy,7.5,DUQ
2017,8,WGL Energy,8.5,DUQ
2017,8,WGL Energy,9.3,DUQ
2017,8,YEP Energy,7.8,DUQ
2017,8,YEP Energy,8.01,DUQ
2017,8,YEP Energy,8.22,DUQ
2017,8,YEP Energy,8.23,DUQ
2017,8,YEP Energy,8.32,DUQ
2017,8,YEP Energy,8.41,DUQ
2017,8,YEP Energy,8.42,DUQ
2017,8,YEP Energy,8.43,DUQ
2017,8,YEP Energy,8.44,DUQ
2017,8,YEP Energy,8.53,DUQ
2017,8,YEP Energy,8.63,DUQ
2017,8,YEP Energy,8.64,DUQ
2017,8,AEP Energy,5.9,METED
2017,8,AEP Energy,6.35,METED
2017,8,AEP Energy,6.55,METED
2017,8,AEP Energy,6.89,METED
2017,8,AMERIgreen Energy,7.79,METED
2017,8,AMERIgreen Energy,8.09,METED
2017,8,Ambit Energy,6.85,METED
2017,8,Ambit Energy,10.43,METED
2017,8,American Power & Gas of PA,6.19,METED
2017,8,American Power & Gas of PA,9.19,METED
2017,8,American Power & Gas of PA,9.6,METED
2017,8,Cirro Energy,6.2,METED
2017,8,CleanChoice Energy,9.3,METED
2017,8,CleanChoice Energy,10.5,METED
2017,8,Clearview Electric,9.99,METED
2017,8,Constellation Energy,6.89,METED
2017,8,Constellation Energy,7.19,METED
2017,8,Constellation Energy,7.29,METED
2017,8,Constellation Energy,7.49,METED
2017,8,Direct Energy,7.09,METED
2017,8,Direct Energy,7.19,METED
2017,8,Direct Energy,7.29,METED
2017,8,Direct Energy,7.39,METED
2017,8,Direct Energy,8.09,METED
2017,8,Direct Energy,8.1,METED
2017,8,Direct Energy,8.49,METED
2017,8,Energy Rewards,7.89,METED
2017,8,Energy Rewards,10.65,METED
2017,8,Green Mountain Energy Company,5.9,METED
2017,8,IGS Energy,7.09,METED
2017,8,IGS Energy,7.19,METED
2017,8,IGS Energy,7.39,METED
2017,8,NRG Home,6.7,METED
2017,8,North American Power,7.89,METED
2017,8,North American Power,8.09,METED
2017,8,North American Power,8.84,METED
2017,8,North American Power,9.04,METED
2017,8,"Palmco Power PA, LLC",5.89,METED
2017,8,Park Power,8.99,METED
2017,8,Park Power,9.99,METED
2017,8,"Public Power, LLC",7.79,METED
2017,8,"Public Power, LLC",11.25,METED
2017,8,"Respond Power, LLC",8.14,METED
2017,8,SFE Energy,8.59,METED
2017,8,Sperian Energy Corp.,6.21,METED
2017,8,Sperian Energy Corp.,9.9,METED
2017,8,"Stream Energy Pennsylvania, LLC",5.99,METED
2017,8,"Stream Energy Pennsylvania, LLC",7.98,METED
2017,8,"Stream Energy Pennsylvania, LLC",8.18,METED
2017,8,"Stream Energy Pennsylvania, LLC",8.28,METED
2017,8,"Stream Energy Pennsylvania, LLC",8.48,METED
2017,8,"Stream Energy Pennsylvania, LLC",9.18,METED
2017,8,Talen Energy,6.34,METED
2017,8,Talen Energy,6.56,METED
2017,8,Talen Energy,6.77,METED
2017,8,Town Square Energy,5.69,METED
2017,8,Town Square Energy,7.99,METED
2017,8,Town Square Energy,8.99,METED
2017,8,TriEagle Energy,7.09,METED
2017,8,TriEagle Energy,7.19,METED
2017,8,TriEagle Energy,7.29,METED
2017,8,"Verde Energy USA, Inc.",9.49,METED
2017,8,Viridian Energy,6.75,METED
2017,8,Viridian Energy,8.29,METED
2017,8,Viridian Energy,8.49,METED
2017,8,WGL Energy,6.5,METED
2017,8,WGL Energy,7.1,METED
2017,8,WGL Energy,7.7,METED
2017,8,WGL Energy,8.4,METED
2017,8,YEP Energy,6.14,METED
2017,8,YEP Energy,6.35,METED
2017,8,YEP Energy,6.39,METED
2017,8,YEP Energy,6.6,METED
2017,8,YEP Energy,6.66,METED
2017,8,YEP Energy,6.67,METED
2017,8,YEP Energy,6.77,METED
2017,8,YEP Energy,6.86,METED
2017,8,YEP Energy,6.87,METED
2017,8,YEP Energy,6.88,METED
2017,8,YEP Energy,6.98,METED
2017,8,YEP Energy,7.08,METED
2017,8,AEP Energy,6.35,PECO
2017,8,AEP Energy,6.89,PECO
2017,8,AEP Energy,7.1,PECO
2017,8,AEP Energy,7.29,PECO
2017,8,AMERIgreen Energy,8.79,PECO
2017,8,AMERIgreen Energy,9.69,PECO
2017,8,AMERIgreen Energy,9.99,PECO
2017,8,Ambit Energy,7.06,PECO
2017,8,Ambit Energy,9.61,PECO
2017,8,American Power & Gas of PA,6.29,PECO
2017,8,American Power & Gas of PA,9.29,PECO
2017,8,American Power & Gas of PA,11.4,PECO
2017,8,Champion Energy Services,6.1,PECO
2017,8,Champion Energy Services,7.3,PECO
2017,8,Champion Energy Services,7.5,PECO
2017,8,Champion Energy Services,7.8,PECO
2017,8,Cirro Energy,6.2,PECO
2017,8,CleanChoice Energy,10.1,PECO
2017,8,CleanChoice Energy,10.8,PECO
2017,8,Clearview Electric,9.19,PECO
2017,8,Clearview Electric,10.99,PECO
2017,8,Community Energy,8.46,PECO
2017,8,Community Energy,9.59,PECO
2017,8,Community Energy,9.99,PECO
2017,8,Community Energy,10.59,PECO
2017,8,Community Energy,10.69,PECO
2017,8,Community Energy,13.79,PECO
2017,8,Constellation Energy,7.69,PECO
2017,8,Constellation Energy,7.79,PECO
2017,8,Constellation Energy,7.99,PECO
2017,8,Constellation Energy,8.49,PECO
2017,8,Direct Energy,7.89,PECO
2017,8,Direct Energy,7.99,PECO
2017,8,Direct Energy,8.09,PECO
2017,8,Direct Energy,8.79,PECO
2017,8,Direct Energy,8.89,PECO
2017,8,Direct Energy,9.09,PECO
2017,8,Direct Energy,9.39,PECO
2017,8,Direct Energy,10.59,PECO
2017,8,"Eligo Energy PA, LLC",6.87,PECO
2017,8,"Eligo Energy PA, LLC",8.14,PECO
2017,8,"Eligo Energy PA, LLC",8.76,PECO
2017,8,"Eligo Energy PA, LLC",9.02,PECO
2017,8,"Eligo Energy PA, LLC",9.59,PECO
2017,8,"Eligo Energy PA, LLC",9.99,PECO
2017,8,"Eligo Energy PA, LLC",10.59,PECO
2017,8,"Eligo Energy PA, LLC",10.69,PECO
2017,8,Energy Rewards,7.99,PECO
2017,8,Energy Rewards,10.45,PECO
2017,8,Green Mountain Energy Company,6.9,PECO
2017,8,IGS Energy,8.29,PECO
2017,8,IGS Energy,8.49,PECO
2017,8,Just Energy Solutions,8.09,PECO
2017,8,NRG Home,6.3,PECO
2017,8,North American Power,8.39,PECO
2017,8,North American Power,8.49,PECO
2017,8,North American Power,9.34,PECO
2017,8,North American Power,9.44,PECO
2017,8,Oasis Energy,6.89,PECO
2017,8,Oasis Energy,6.99,PECO
2017,8,Oasis Energy,7.49,PECO
2017,8,Oasis Energy,7.59,PECO
2017,8,Oasis Energy,8.29,PECO
2017,8,Oasis Energy,8.79,PECO
2017,8,Oasis Energy,8.89,PECO
2017,8,Oasis Energy,9.39,PECO
2017,8,Oasis Energy,9.49,PECO
2017,8,Oasis Energy,10.09,PECO
2017,8,"Palmco Power PA, LLC",6.28,PECO
2017,8,Park Power,10.49,PECO
2017,8,Park Power,12.99,PECO
2017,8,"Public Power, LLC",7.99,PECO
2017,8,"Public Power, LLC",10.75,PECO
2017,8,"Respond Power, LLC",9.62,PECO
2017,8,SFE Energy,8.99,PECO
2017,8,"Spark Energy, L.P.",8.6,PECO
2017,8,"Spark Energy, L.P.",8.99,PECO
2017,8,"Spark Energy, L.P.",9.79,PECO
2017,8,Sperian Energy Corp.,7.29,PECO
2017,8,Sperian Energy Corp.,10.55,PECO
2017,8,"Stream Energy Pennsylvania, LLC",6.89,PECO
2017,8,"Stream Energy Pennsylvania, LLC",7.98,PECO
2017,8,"Stream Energy Pennsylvania, LLC",8.08,PECO
2017,8,"Stream Energy Pennsylvania, LLC",8.38,PECO
2017,8,"Stream Energy Pennsylvania, LLC",8.78,PECO
2017,8,"Stream Energy Pennsylvania, LLC",10.09,PECO
2017,8,Talen Energy,6.86,PECO
2017,8,Talen Energy,7.05,PECO
2017,8,Talen Energy,7.5,PECO
2017,8,Town Square Energy,6.4,PECO
2017,8,Town Square Energy,8.59,PECO
2017,8,Town Square Energy,9.59,PECO
2017,8,TriEagle Energy,7.22,PECO
2017,8,TriEagle Energy,7.24,PECO
2017,8,TriEagle Energy,7.26,PECO
2017,8,"Verde Energy USA, Inc.",8.99,PECO
2017,8,Viridian Energy,6.95,PECO
2017,8,Viridian Energy,8.59,PECO
2017,8,Viridian Energy,8.79,PECO
2017,8,Viridian Energy,11.75,PECO
2017,8,WGL Energy,6.4,PECO
2017,8,WGL Energy,7.2,PECO
2017,8,WGL Energy,7.8,PECO
2017,8,WGL Energy,8.5,PECO
2017,8,YEP Energy,6.73,PECO
2017,8,YEP Energy,6.74,PECO
2017,8,YEP Energy,6.95,PECO
2017,8,YEP Energy,7.0,PECO
2017,8,YEP Energy,7.01,PECO
2017,8,YEP Energy,7.22,PECO
2017,8,YEP Energy,7.59,PECO
2017,8,YEP Energy,7.8,PECO
2017,8,YEP Energy,7.91,PECO
2017,8,YEP Energy,8.12,PECO
2017,8,AEP Energy,5.65,PENELEC
2017,8,AEP Energy,5.95,PENELEC
2017,8,AEP Energy,6.2,PENELEC
2017,8,Ambit Energy,5.95,PENELEC
2017,8,Ambit Energy,8.45,PENELEC
2017,8,American Power & Gas of PA,5.99,PENELEC
2017,8,American Power & Gas of PA,8.99,PENELEC
2017,8,American Power & Gas of PA,9.4,PENELEC
2017,8,Cirro Energy,6.0,PENELEC
2017,8,CleanChoice Energy,10.1,PENELEC
2017,8,CleanChoice Energy,10.5,PENELEC
2017,8,Clearview Electric,9.99,PENELEC
2017,8,Constellation Energy,6.39,PENELEC
2017,8,Constellation Energy,6.79,PENELEC
2017,8,Constellation Energy,7.29,PENELEC
2017,8,Constellation Energy,7.49,PENELEC
2017,8,Direct Energy,6.79,PENELEC
2017,8,Direct Energy,6.89,PENELEC
2017,8,Direct Energy,6.99,PENELEC
2017,8,Direct Energy,7.69,PENELEC
2017,8,Direct Energy,7.79,PENELEC
2017,8,Direct Energy,7.99,PENELEC
2017,8,Direct Energy,8.09,PENELEC
2017,8,Energy Rewards,7.69,PENELEC
2017,8,Energy Rewards,11.05,PENELEC
2017,8,Green Mountain Energy Company,5.9,PENELEC
2017,8,IGS Energy,6.89,PENELEC
2017,8,IGS Energy,6.99,PENELEC
2017,8,IGS Energy,7.19,PENELEC
2017,8,NRG Home,6.9,PENELEC
2017,8,North American Power,7.99,PENELEC
2017,8,North American Power,8.39,PENELEC
2017,8,North American Power,8.94,PENELEC
2017,8,North American Power,9.34,PENELEC
2017,8,"Palmco Power PA, LLC",5.38,PENELEC
2017,8,"Public Power, LLC",7.59,PENELEC
2017,8,"Public Power, LLC",11.55,PENELEC
2017,8,"Respond Power, LLC",8.19,PENELEC
2017,8,SFE Energy,8.79,PENELEC
2017,8,Sperian Energy Corp.,6.59,PENELEC
2017,8,"Stream Energy Pennsylvania, LLC",6.09,PENELEC
2017,8,"Stream Energy Pennsylvania, LLC",7.78,PENELEC
2017,8,"Stream Energy Pennsylvania, LLC",7.88,PENELEC
2017,8,"Stream Energy Pennsylvania, LLC",7.98,PENELEC
2017,8,"Stream Energy Pennsylvania, LLC",8.38,PENELEC
2017,8,Talen Energy,6.11,PENELEC
2017,8,Talen Energy,6.29,PENELEC
2017,8,Talen Energy,6.45,PENELEC
2017,8,Town Square Energy,5.89,PENELEC
2017,8,Town Square Energy,7.59,PENELEC
2017,8,Town Square Energy,8.59,PENELEC
2017,8,TriEagle Energy,6.29,PENELEC
2017,8,TriEagle Energy,6.39,PENELEC
2017,8,TriEagle Energy,6.49,PENELEC
2017,8,"Verde Energy USA, Inc.",7.49,PENELEC
2017,8,WGL Energy,6.3,PENELEC
2017,8,WGL Energy,7.0,PENELEC
2017,8,WGL Energy,7.6,PENELEC
2017,8,WGL Energy,8.3,PENELEC
2017,8,YEP Energy,6.63,PENELEC
2017,8,YEP Energy,6.8,PENELEC
2017,8,YEP Energy,6.84,PENELEC
2017,8,YEP Energy,6.96,PENELEC
2017,8,YEP Energy,7.01,PENELEC
2017,8,YEP Energy,7.02,PENELEC
2017,8,YEP Energy,7.08,PENELEC
2017,8,YEP Energy,7.17,PENELEC
2017,8,YEP Energy,7.23,PENELEC
2017,8,YEP Energy,7.29,PENELEC
2017,8,AEP Energy,7.69,PPL
2017,8,AEP Energy,7.95,PPL
2017,8,AEP Energy,8.19,PPL
2017,8,AEP Energy,8.2,PPL
2017,8,AMERIgreen Energy,8.59,PPL
2017,8,AMERIgreen Energy,8.99,PPL
2017,8,AMERIgreen Energy,9.39,PPL
2017,8,Ambit Energy,7.345,PPL
2017,8,Ambit Energy,9.91,PPL
2017,8,Ambit Energy,11.89,PPL
2017,8,American Power & Gas of PA,5.99,PPL
2017,8,American Power & Gas of PA,8.99,PPL
2017,8,American Power & Gas of PA,10.3,PPL
2017,8,Champion Energy Services,6.6,PPL
2017,8,Champion Energy Services,7.4,PPL
2017,8,Champion Energy Services,7.5,PPL
2017,8,Champion Energy Services,7.8,PPL
2017,8,Cirro Energy,6.4,PPL
2017,8,CleanChoice Energy,9.8,PPL
2017,8,CleanChoice Energy,11.6,PPL
2017,8,Clearview Electric,8.99,PPL
2017,8,Community Energy,8.43,PPL
2017,8,Community Energy,13.29,PPL
2017,8,Constellation Energy,8.69,PPL
2017,8,Constellation Energy,8.99,PPL
2017,8,Constellation Energy,9.19,PPL
2017,8,Direct Energy,7.29,PPL
2017,8,Direct Energy,7.39,PPL
2017,8,Direct Energy,7.49,PPL
2017,8,Direct Energy,7.59,PPL
2017,8,Direct Energy,8.19,PPL
2017,8,Direct Energy,8.2,PPL
2017,8,Direct Energy,8.49,PPL
2017,8,Direct Energy,8.69,PPL
2017,8,Direct Energy,9.79,PPL
2017,8,"Eligo Energy PA, LLC",6.76,PPL
2017,8,"Eligo Energy PA, LLC",8.09,PPL
2017,8,"Eligo Energy PA, LLC",8.5,PPL
2017,8,"Eligo Energy PA, LLC",8.82,PPL
2017,8,"Eligo Energy PA, LLC",10.59,PPL
2017,8,"Eligo Energy PA, LLC",11.59,PPL
2017,8,Energy Cooperative of America,7.2,PPL
2017,8,Energy Rewards,9.39,PPL
2017,8,Energy Rewards,11.85,PPL
2017,8,Green Mountain Energy Company,6.5,PPL
2017,8,IGS Energy,8.39,PPL
2017,8,IGS Energy,8.59,PPL
2017,8,IGS Energy,8.79,PPL
2017,8,Just Energy,8.09,PPL
2017,8,NRG Home,7.1,PPL
2017,8,North American Power,8.34,PPL
2017,8,North American Power,8.99,PPL
2017,8,North American Power,9.39,PPL
2017,8,North American Power,9.94,PPL
2017,8,Oasis Energy,6.89,PPL
2017,8,Oasis Energy,6.99,PPL
2017,8,Oasis Energy,7.49,PPL
2017,8,Oasis Energy,7.59,PPL
2017,8,Oasis Energy,7.79,PPL
2017,8,Oasis Energy,8.39,PPL
2017,8,Oasis Energy,8.99,PPL
2017,8,Oasis Energy,9.59,PPL
2017,8,"Palmco Power PA, LLC",6.98,PPL
2017,8,Park Power,10.49,PPL
2017,8,Park Power,15.99,PPL
2017,8,"Public Power, LLC",8.99,PPL
2017,8,"Public Power, LLC",12.35,PPL
2017,8,"Respond Power, LLC",9.58,PPL
2017,8,SFE Energy,8.59,PPL
2017,8,"Spark Energy, L.P.",8.07,PPL
2017,8,"Spark Energy, L.P.",8.99,PPL
2017,8,"Spark Energy, L.P.",9.39,PPL
2017,8,Sperian Energy Corp.,6.74,PPL
2017,8,Sperian Energy Corp.,11.2,PPL
2017,8,"Stream Energy Pennsylvania, LLC",8.39,PPL
2017,8,"Stream Energy Pennsylvania, LLC",8.49,PPL
2017,8,"Stream Energy Pennsylvania, LLC",8.59,PPL
2017,8,"Stream Energy Pennsylvania, LLC",8.78,PPL
2017,8,"Stream Energy Pennsylvania, LLC",10.28,PPL
2017,8,Talen Energy,7.66,PPL
2017,8,Talen Energy,8.05,PPL
2017,8,Talen Energy,8.2,PPL
2017,8,Town Square Energy,5.99,PPL
2017,8,Town Square Energy,7.89,PPL
2017,8,Town Square Energy,8.89,PPL
2017,8,TriEagle Energy,6.89,PPL
2017,8,TriEagle Energy,6.91,PPL
2017,8,TriEagle Energy,6.93,PPL
2017,8,"Verde Energy USA, Inc.",9.49,PPL
2017,8,Viridian Energy,7.22,PPL
2017,8,Viridian Energy,9.67,PPL
2017,8,Viridian Energy,10.41,PPL
2017,8,Viridian Energy,12.85,PPL
2017,8,WGL Energy,8.3,PPL
2017,8,WGL Energy,8.4,PPL
2017,8,WGL Energy,9.0,PPL
2017,8,WGL Energy,9.7,PPL
2017,8,YEP Energy,7.11,PPL
2017,8,YEP Energy,7.32,PPL
2017,8,YEP Energy,7.41,PPL
2017,8,YEP Energy,7.6,PPL
2017,8,YEP Energy,7.62,PPL
2017,8,YEP Energy,7.74,PPL
2017,8,YEP Energy,7.75,PPL
2017,8,YEP Energy,7.81,PPL
2017,8,YEP Energy,7.87,PPL
2017,8,YEP Energy,7.88,PPL
2017,8,YEP Energy,7.96,PPL
2017,8,YEP Energy,8.09,PPL
2017,9,AEP Energy,5.95,APS
2017,9,AEP Energy,5.97,APS
2017,9,AEP Energy,6.33,APS
2017,9,AEP Energy,6.45,APS
2017,9,Ambit Energy,5.8,APS
2017,9,Ambit Energy,5.9,APS
2017,9,Ambit Energy,9.8,APS
2017,9,Ambit Energy,11.07,APS
2017,9,American Power & Gas of PA,4.69,APS
2017,9,American Power & Gas of PA,6.99,APS
2017,9,American Power & Gas of PA,7.69,APS
2017,9,American Power & Gas of PA,9.2,APS
2017,9,American Power & Gas of PA,9.99,APS
2017,9,American Power & Gas of PA,10.1,APS
2017,9,Cirro Energy,5.8,APS
2017,9,Cirro Energy,7.0,APS
2017,9,CleanChoice Energy,8.4,APS
2017,9,CleanChoice Energy,10.0,APS
2017,9,CleanChoice Energy,10.3,APS
2017,9,CleanChoice Energy,11.5,APS
2017,9,Clearview Energy,6.29,APS
2017,9,Clearview Energy,6.59,APS
2017,9,Clearview Energy,6.69,APS
2017,9,Clearview Energy,6.89,APS
2017,9,Community Energy,11.99,APS
2017,9,Constellation Energy,5.99,APS
2017,9,Constellation Energy,6.59,APS
2017,9,Constellation Energy,6.89,APS
2017,9,Constellation Energy,6.99,APS
2017,9,Constellation Energy,7.19,APS
2017,9,Constellation Energy,7.69,APS
2017,9,Constellation Energy,7.79,APS
2017,9,Direct Energy,6.99,APS
2017,9,Direct Energy,7.09,APS
2017,9,Direct Energy,7.19,APS
2017,9,Direct Energy,7.29,APS
2017,9,Direct Energy,7.68,APS
2017,9,Direct Energy,7.69,APS
2017,9,Direct Energy,7.89,APS
2017,9,Direct Energy,7.99,APS
2017,9,Direct Energy,8.09,APS
2017,9,Direct Energy,8.29,APS
2017,9,Energy Rewards,8.07,APS
2017,9,Energy Rewards,8.99,APS
2017,9,Energy Rewards,11.35,APS
2017,9,Energy Rewards,11.65,APS
2017,9,Green Mountain Energy Company,5.9,APS
2017,9,Green Mountain Energy Company,7.7,APS
2017,9,IGS Energy,6.89,APS
2017,9,IGS Energy,6.99,APS
2017,9,IGS Energy,7.19,APS
2017,9,IGS Energy,7.39,APS
2017,9,IGS Energy,7.59,APS
2017,9,NRG Home,6.2,APS
2017,9,NRG Home,7.1,APS
2017,9,North American Power,7.69,APS
2017,9,North American Power,8.19,APS
2017,9,North American Power,8.64,APS
2017,9,North American Power,8.99,APS
2017,9,North American Power,9.09,APS
2017,9,North American Power,9.14,APS
2017,9,North American Power,9.94,APS
2017,9,North American Power,10.34,APS
2017,9,Oasis Energy,6.79,APS
2017,9,Oasis Energy,6.89,APS
2017,9,Oasis Energy,7.39,APS
2017,9,Oasis Energy,7.49,APS
2017,9,Oasis Energy,7.69,APS
2017,9,Oasis Energy,8.29,APS
2017,9,Oasis Energy,8.89,APS
2017,9,Oasis Energy,9.49,APS
2017,9,"Palmco Power PA, LLC",5.9,APS
2017,9,"Public Power, LLC",7.74,APS
2017,9,"Public Power, LLC",8.32,APS
2017,9,"Public Power, LLC",10.85,APS
2017,9,"Public Power, LLC",11.15,APS
2017,9,"Respond Power, LLC",8.66,APS
2017,9,"Respond Power, LLC",8.74,APS
2017,9,SFE Energy,8.59,APS
2017,9,SFE Energy,8.99,APS
2017,9,Sperian Energy Corp.,5.94,APS
2017,9,Sperian Energy Corp.,5.99,APS
2017,9,"Stream Energy Pennsylvania, LLC",6.28,APS
2017,9,"Stream Energy Pennsylvania, LLC",6.36,APS
