Year,Month,EDC,n_offers,MeanMarkup,Variance,ShareAbovePTC,Q25,Q50,Q75
2017,8,APS,99.0,1.3624040404040405,2.415436569779427,0.8080808080808081,0.2519999999999998,1.0520000000000005,2.3520000000000003
2017,8,DUQ,85.0,1.2025490196078423,1.7559411764705881,0.8470588235294118,0.43666666666666565,0.9966666666666653,1.7666666666666666
2017,8,METED,81.0,1.6450864197530866,1.6195191049382718,0.9382716049382716,0.7320000000000002,1.2720000000000002,2.3820000000000006
2017,8,PECO,114.0,1.3975614035087718,2.2176267970811985,0.7894736842105263,0.16049999999999964,1.2780000000000005,2.3705
2017,8,PENELEC,69.0,1.2520579710144928,1.6706921142369993,0.855072463768116,0.29800000000000004,0.9779999999999998,1.798
2017,8,PPL,109.0,1.038761467889908,2.5274903499830095,0.7614678899082569,0.019999999999999574,0.8200000000000003,1.6199999999999992
2017,9,APS,103.0,1.7509951456310675,2.4090033504663997,0.8737864077669902,0.7174999999999994,1.5675,2.682499999999999
2017,9,DUQ,86.0,1.1189922480620147,1.5480909986320108,0.872093023255814,0.31416666666666604,0.9316666666666658,1.7241666666666653
2017,9,METED,83.0,1.4898192771084338,1.5603960035263005,0.8795180722891566,0.5349999999999997,1.295,2.1549999999999994
2017,9,PECO,118.0,1.3780677966101695,2.251116217586556,0.8220338983050848,0.359,1.1639999999999997,2.2465
2017,9,PENELEC,71.0,1.9326338028169008,1.6907249496981889,0.9577464788732394,1.1070000000000002,1.6070000000000002,2.512
2017,9,PPL,112.0,1.0348660714285711,2.5600357927123554,0.75,-0.002500000000000391,0.7949999999999999,1.7525000000000004
2017,10,APS,104.0,1.7994230769230766,2.361221508588499,0.8846153846153846,0.6674999999999995,1.6174999999999997,2.6499999999999995
2017,10,DUQ,91.0,1.3484249084249083,2.0905035409035415,0.8681318681318682,0.3816666666666664,1.1066666666666665,1.9416666666666664
2017,10,METED,85.0,1.577941176470588,1.4642710084033612,0.9058823529411765,0.665,1.495,2.2849999999999993
2017,10,PECO,114.0,1.4663684210526313,2.2367646949231483,0.8245614035087719,0.359,1.359,2.2964999999999995
