Year,Month,EDC,price,PTC,markup
2021,1,PENELEC,6.79,5.667,1.1230000000000002
2021,1,PENELEC,7.19,5.667,1.5230000000000006
2021,1,PENELEC,6.59,5.667,0.923
2021,1,PENELEC,5.61,5.667,-0.056999999999999496
2021,1,PENELEC,7.7,5.667,2.0330000000000004
2021,1,PENELEC,7.8,5.667,2.133
2021,1,PENELEC,8.1,5.667,2.433
2021,1,PENELEC,4.5,5.667,-1.1669999999999998
2021,1,PENELEC,5.79,5.667,0.12300000000000022
2021,1,PENELEC,6.431,5.667,0.7640000000000002
2021,1,PENELEC,7.59,5.667,1.923
2021,1,PENELEC,7.79,5.667,2.123
2021,1,PENELEC,7.28,5.667,1.6130000000000004
2021,1,PENELEC,7.49,5.667,1.8230000000000004
2021,1,PENELEC,7.34,5.667,1.673
2021,1,PENELEC,7.34,5.667,1.673
2021,1,PENELEC,7.56,5.667,1.8929999999999998
2021,1,APS,6.86,5.8165,1.0435000000000008
2021,1,APS,7.46,5.8165,1.6435000000000004
2021,1,APS,7.66,5.8165,1.8435000000000006
2021,1,APS,9.9,5.8165,4.083500000000001
2021,1,APS,11.07,5.8165,5.253500000000001
2021,1,APS,5.8,5.8165,-0.016499999999999737
2021,1,APS,5.99,5.8165,0.17350000000000065
2021,1,APS,9.96,5.8165,4.143500000000001
2021,1,APS,7.6,5.8165,1.7835
2021,1,APS,11.6,5.8165,5.7835
2021,1,APS,7.29,5.8165,1.4735000000000005
2021,1,APS,7.79,5.8165,1.9735000000000005
2021,1,APS,7.79,5.8165,1.9735000000000005
2021,1,APS,7.99,5.8165,2.1735000000000007
2021,1,APS,8.29,5.8165,2.4734999999999996
2021,1,APS,8.39,5.8165,2.573500000000001
2021,1,APS,8.49,5.8165,2.6735000000000007
2021,1,APS,7.99,5.8165,2.1735000000000007
2021,1,APS,8.09,5.8165,2.2735000000000003
2021,1,APS,8.29,5.8165,2.4734999999999996
2021,1,APS,8.29,5.8165,2.4734999999999996
2021,1,APS,7.7,5.8165,1.8835000000000006
2021,1,APS,9.29,5.8165,3.4734999999999996
2021,1,APS,9.49,5.8165,3.6735000000000007
2021,1,APS,8.79,5.8165,2.9734999999999996
2021,1,APS,8.59,5.8165,2.7735000000000003
2021,1,APS,8.39,5.8165,2.573500000000001
2021,1,APS,6.4,5.8165,0.5835000000000008
2021,1,APS,7.9,5.8165,2.083500000000001
2021,1,APS,9.0,5.8165,3.1835000000000004
2021,1,APS,7.9,5.8165,2.083500000000001
2021,1,APS,6.79,5.8165,0.9735000000000005
2021,1,APS,7.79,5.8165,1.9735000000000005
2021,1,APS,7.99,5.8165,2.1735000000000007
2021,1,APS,5.99,5.8165,0.17350000000000065
2021,1,APS,5.61,5.8165,-0.20649999999999924
2021,1,APS,7.23,5.8165,1.4135000000000009
2021,1,APS,7.231,5.8165,1.4145000000000003
2021,1,APS,7.127,5.8165,1.3105000000000002
2021,1,APS,5.9,5.8165,0.0835000000000008
2021,1,APS,7.3,5.8165,1.4835000000000003
2021,1,PPL,6.6,7.064,-0.4640000000000004
2021,1,PPL,7.13,7.064,0.06599999999999984
2021,1,PPL,7.33,7.064,0.266
2021,1,PPL,9.9,7.064,2.8360000000000003
2021,1,PPL,9.91,7.064,2.846
2021,1,PPL,7.345,7.064,0.2809999999999997
2021,1,PPL,5.99,7.064,-1.0739999999999998
2021,1,PPL,10.45,7.064,3.3859999999999992
2021,1,PPL,7.162,7.064,0.09799999999999986
2021,1,PPL,11.7,7.064,4.635999999999999
2021,1,PPL,5.99,7.064,-1.0739999999999998
2021,1,PPL,7.59,7.064,0.5259999999999998
2021,1,PPL,7.49,7.064,0.42600000000000016
2021,1,PPL,6.29,7.064,-0.774
2021,1,PPL,7.79,7.064,0.726
2021,1,PPL,8.63,7.064,1.5660000000000007
2021,1,PPL,13.29,7.064,6.225999999999999
2021,1,PPL,7.29,7.064,0.22599999999999998
2021,1,PPL,7.69,7.064,0.6260000000000003
2021,1,PPL,8.49,7.064,1.4260000000000002
2021,1,PPL,7.79,7.064,0.726
2021,1,PPL,7.69,7.064,0.6260000000000003
2021,1,PPL,10.19,7.064,3.1259999999999994
2021,1,PPL,12.19,7.064,5.1259999999999994
2021,1,PPL,7.99,7.064,0.9260000000000002
2021,1,PPL,7.79,7.064,0.726
2021,1,PPL,7.99,7.064,0.9260000000000002
2021,1,PPL,7.79,7.064,0.726
2021,1,PPL,7.89,7.064,0.8259999999999996
2021,1,PPL,6.76,7.064,-0.30400000000000027
2021,1,PPL,8.09,7.064,1.0259999999999998
2021,1,PPL,8.5,7.064,1.436
2021,1,PPL,8.82,7.064,1.7560000000000002
2021,1,PPL,12.79,7.064,5.725999999999999
2021,1,PPL,11.79,7.064,4.725999999999999
2021,1,PPL,7.2,7.064,0.13600000000000012
2021,1,PPL,7.79,7.064,0.726
2021,1,PPL,7.99,7.064,0.9260000000000002
2021,1,PPL,7.5,7.064,0.43599999999999994
2021,1,PPL,8.59,7.064,1.5259999999999998
2021,1,PPL,8.99,7.064,1.9260000000000002
2021,1,PPL,7.0,7.064,-0.06400000000000006
2021,1,PPL,8.9,7.064,1.8360000000000003
2021,1,PPL,6.67,7.064,-0.39400000000000013
2021,1,PPL,7.9,7.064,0.8360000000000003
2021,1,PPL,9.0,7.064,1.936
2021,1,PPL,7.9,7.064,0.8360000000000003
2021,1,PPL,6.99,7.064,-0.07399999999999984
2021,1,PPL,9.99,7.064,2.926
2021,1,PPL,6.59,7.064,-0.4740000000000002
2021,1,PPL,7.29,7.064,0.22599999999999998
2021,1,PPL,7.69,7.064,0.6260000000000003
2021,1,PPL,6.74,7.064,-0.32399999999999984
2021,1,PPL,11.2,7.064,4.135999999999999
2021,1,PPL,7.25,7.064,0.18599999999999994
2021,1,PPL,8.9,7.064,1.8360000000000003
2021,1,PPL,9.3,7.064,2.2360000000000007
2021,1,PPL,9.8,7.064,2.7360000000000007
2021,1,PPL,7.31,7.064,0.24599999999999955
2021,1,PPL,7.205,7.064,0.14100000000000001
2021,1,PPL,7.031,7.064,-0.03300000000000036
2021,1,PPL,8.09,7.064,1.0259999999999998
2021,1,PPL,8.29,7.064,1.225999999999999
2021,1,PPL,6.4,7.064,-0.6639999999999997
2021,1,PPL,7.2,7.064,0.13600000000000012
2021,1,PPL,8.1,7.064,1.0359999999999996
2021,1,PPL,7.46,7.064,0.3959999999999999
2021,1,PPL,7.46,7.064,0.3959999999999999
2021,1,PPL,7.67,7.064,0.6059999999999999
2021,1,PPL,7.72,7.064,0.6559999999999997
2021,1,PPL,7.73,7.064,0.6660000000000004
2021,1,PPL,7.94,7.064,0.8760000000000003
2021,1,PPL,8.03,7.064,0.9659999999999993
2021,1,PPL,8.03,7.064,0.9659999999999993
2021,1,PPL,8.25,7.064,1.186
2021,1,PPL,8.03,7.064,0.9659999999999993
2021,1,PPL,8.02,7.064,0.9559999999999995
2021,1,PPL,8.24,7.064,1.1760000000000002
2021,1,PPL,11.89,7.064,4.8260000000000005
2021,1,PPL,7.49,7.064,0.42600000000000016
2021,1,PPL,7.59,7.064,0.5259999999999998
2021,1,PPL,8.39,7.064,1.3260000000000005
2021,1,PPL,9.19,7.064,2.1259999999999994
2021,1,PPL,9.49,7.064,2.426
2021,1,APS,5.05,5.8165,-0.7664999999999997
2021,1,APS,5.55,5.8165,-0.26649999999999974
2021,1,APS,5.75,5.8165,-0.06649999999999956
2021,1,APS,8.9,5.8165,3.083500000000001
2021,1,APS,9.8,5.8165,3.983500000000001
2021,1,APS,5.9,5.8165,0.0835000000000008
2021,1,APS,5.19,5.8165,-0.6264999999999992
2021,1,APS,8.88,5.8165,3.0635000000000012
2021,1,APS,5.8,5.8165,-0.016499999999999737
2021,1,APS,9.9,5.8165,4.083500000000001
2021,1,APS,11.99,5.8165,6.173500000000001
2021,1,APS,6.29,5.8165,0.4735000000000005
2021,1,APS,6.29,5.8165,0.4735000000000005
2021,1,APS,7.39,5.8165,1.5735000000000001
2021,1,APS,6.59,5.8165,0.7735000000000003
2021,1,APS,6.19,5.8165,0.37350000000000083
2021,1,APS,6.39,5.8165,0.5735000000000001
2021,1,APS,6.79,5.8165,0.9735000000000005
2021,1,APS,6.59,5.8165,0.7735000000000003
2021,1,APS,6.49,5.8165,0.6735000000000007
2021,1,APS,6.79,5.8165,0.9735000000000005
2021,1,APS,6.59,5.8165,0.7735000000000003
2021,1,APS,6.59,5.8165,0.7735000000000003
2021,1,APS,5.9,5.8165,0.0835000000000008
2021,1,APS,7.79,5.8165,1.9735000000000005
2021,1,APS,7.99,5.8165,2.1735000000000007
2021,1,APS,5.2,5.8165,-0.6164999999999994
2021,1,APS,8.9,5.8165,3.083500000000001
2021,1,APS,5.1,5.8165,-0.7164999999999999
2021,1,APS,7.9,5.8165,2.083500000000001
2021,1,APS,9.0,5.8165,3.1835000000000004
2021,1,APS,7.4,5.8165,1.5835000000000008
2021,1,APS,5.19,5.8165,-0.6264999999999992
2021,1,APS,6.09,5.8165,0.2735000000000003
2021,1,APS,6.29,5.8165,0.4735000000000005
2021,1,APS,5.94,5.8165,0.12350000000000083
2021,1,APS,5.15,5.8165,-0.6664999999999992
2021,1,APS,4.18,5.8165,-1.6364999999999998
2021,1,APS,4.74,5.8165,-1.0764999999999993
2021,1,APS,5.69,5.8165,-0.12649999999999917
2021,1,APS,4.9,5.8165,-0.9164999999999992
2021,1,APS,5.8,5.8165,-0.016499999999999737
2019,11,DUQ,7.29,6.908333333333334,0.38166666666666593
2019,11,DUQ,7.19,6.908333333333334,0.2816666666666663
2019,11,DUQ,6.51,6.908333333333334,-0.3983333333333343
2019,11,DUQ,6.9,6.908333333333334,-0.008333333333333748
2019,11,DUQ,10.31,6.908333333333334,3.4016666666666664
2019,11,DUQ,7.72,6.908333333333334,0.8116666666666656
2019,11,DUQ,6.35,6.908333333333334,-0.5583333333333345
2019,11,DUQ,7.19,6.908333333333334,0.2816666666666663
2019,11,DUQ,9.5,6.908333333333334,2.591666666666666
2019,11,DUQ,11.9,6.908333333333334,4.991666666666666
2019,11,DUQ,7.49,6.908333333333334,0.5816666666666661
2019,11,DUQ,6.99,6.908333333333334,0.08166666666666611
2019,11,DUQ,8.19,6.908333333333334,1.2816666666666654
2019,11,DUQ,12.87,6.908333333333334,5.961666666666665
2019,11,DUQ,7.69,6.908333333333334,0.7816666666666663
2019,11,DUQ,7.59,6.908333333333334,0.6816666666666658
2019,11,DUQ,8.99,6.908333333333334,2.081666666666666
2019,11,DUQ,7.49,6.908333333333334,0.5816666666666661
2019,11,DUQ,7.89,6.908333333333334,0.9816666666666656
2019,11,DUQ,7.59,6.908333333333334,0.6816666666666658
2019,11,DUQ,7.99,6.908333333333334,1.081666666666666
2019,11,DUQ,7.69,6.908333333333334,0.7816666666666663
2019,11,DUQ,8.39,6.908333333333334,1.4816666666666665
2019,11,DUQ,8.39,6.908333333333334,1.4816666666666665
2019,11,DUQ,6.61,6.908333333333334,-0.2983333333333338
2019,11,DUQ,7.75,6.908333333333334,0.8416666666666659
2019,11,DUQ,7.97,6.908333333333334,1.0616666666666656
2019,11,DUQ,8.1,6.908333333333334,1.1916666666666655
2019,11,DUQ,8.89,6.908333333333334,1.9816666666666665
2019,11,DUQ,9.09,6.908333333333334,2.1816666666666658
2019,11,DUQ,8.4,6.908333333333334,1.4916666666666663
2019,11,DUQ,11.09,6.908333333333334,4.181666666666666
2019,11,DUQ,11.19,6.908333333333334,4.281666666666665
2019,11,DUQ,11.19,6.908333333333334,4.281666666666665
2019,11,DUQ,7.1,6.908333333333334,0.19166666666666554
2019,11,DUQ,8.9,6.908333333333334,1.9916666666666663
2019,11,DUQ,9.9,6.908333333333334,2.9916666666666663
2019,11,DUQ,6.99,6.908333333333334,0.08166666666666611
