Year,Month,EDC,n_offers,MeanMarkup,Variance,ShareAbovePTC,Q10,Q50,Q90
2022,7,APS,48,5.8291,8.0096,0.9583,2.3756,5.77,9.4752
2022,7,DUQ,55,6.9023,6.273,0.9818,4.082,7.2328,9.6149
2022,7,METED,39,7.3718,5.6303,0.9744,5.0608,7.6378,9.9852
2022,7,PECO,68,6.9211,12.2338,0.9706,4.2098,6.0612,11.3126
2022,7,PENELEC,37,6.6349,6.0873,0.973,4.0354,6.5583,9.6874
2022,7,PPL,49,3.5926,8.6609,0.9184,0.3855,3.5363,6.5052
2022,8,APS,44,10.4438,7.3524,1.0,7.803,10.6408,13.4894
2022,8,DUQ,52,16.4582,6.9003,1.0,13.8505,17.0035,19.823
2022,8,METED,37,15.4127,6.9431,1.0,13.0129,15.4608,18.6993
2022,8,PECO,63,11.8591,10.9404,1.0,8.403,11.8582,15.3243
2022,8,PENELEC,37,15.9737,7.0676,1.0,13.2869,15.9731,19.2268
2022,8,PPL,47,9.6644,8.9923,1.0,5.9313,10.0364,12.7767
2022,9,APS,44,5.4512,7.8846,0.9545,2.5108,5.5262,8.5093
2022,9,DUQ,52,7.9488,8.3937,0.9808,5.0474,7.9764,11.0784
2022,9,METED,37,7.3715,11.1331,0.973,3.7148,7.6338,10.9104
2022,9,PECO,63,7.7456,12.1468,0.9841,3.7634,7.5463,11.1086
2022,9,PENELEC,37,6.4838,10.1148,0.9459,2.6902,6.7432,10.2079
2022,9,PPL,47,5.1771,11.9547,0.9362,0.4885,5.497,9.5847
2022,10,APS,73,11.6343,4.4481,1.0,8.8516,11.6935,14.686
2022,10,DUQ,48,8.143,3.4219,1.0,5.7949,8.4214,10.4236
2022,10,METED,37,11.3038,3.4164,1.0,8.8387,11.7193,13.3555
2022,10,PECO,64,1.4192,10.2732,0.7188,-1.8084,1.0657,3.337
2022,10,PENELEC,37,12.2133,4.3257,1.0,9.6368,12.2575,14.9982
2022,10,PPL,57,6.7824,8.288,1.0,3.2503,6.2752,9.9566
2022,11,APS,44,4.3905,6.8216,0.9773,1.7919,4.0548,7.226
2022,11,DUQ,52,5.6135,3.7716,1.0,3.9546,5.377,8.7065
2022,11,METED,36,4.6962,3.8866,0.9722,2.6917,4.3942,6.894
2022,11,PECO,58,4.6692,8.1371,0.9828,2.4719,4.0214,8.3886
2022,11,PENELEC,36,3.9726,5.0336,0.9722,1.5829,3.8242,6.1678
2022,11,PPL,49,2.3352,7.0828,0.898,-0.1336,2.0969,5.8165
2022,12,APS,48,4.2457,6.6047,0.9792,1.6861,3.757,7.097
2022,12,DUQ,52,3.9116,4.1784,0.9808,1.4051,3.1723,6.6905
2022,12,METED,38,4.2965,4.4187,0.9737,1.7618,4.2013,6.9294
2022,12,PECO,62,3.3745,8.0152,0.9839,0.9036,2.4265,7.6384
2022,12,PENELEC,38,4.5833,5.4134,0.9737,1.6656,4.384,7.2471
2022,12,PPL,54,1.7759,6.3618,0.7037,-1.4057,1.3322,4.9865
2023,1,APS,42,12.3416,6.5046,1.0,9.8623,11.9962,15.3256
2023,1,DUQ,49,12.7367,5.321,1.0,10.5599,12.0954,15.4495
2023,1,METED,34,12.4851,4.3129,1.0,10.6402,11.7651,14.9476
2023,1,PECO,55,5.9588,11.648,1.0,3.115,4.8628,10.6574
2023,1,PENELEC,36,11.2514,5.4835,1.0,9.2174,10.8794,14.3322
2023,1,PPL,46,4.7305,5.766,1.0,2.8442,4.1632,6.7366
2023,2,APS,47,1.673,9.7145,0.7447,-0.7022,1.2663,3.7935
2023,2,DUQ,53,1.182,5.87,0.7547,-0.6889,0.4692,5.2549
2023,2,METED,37,0.876,5.6327,0.5135,-0.8605,0.0608,3.3813
2023,2,PECO,62,0.3183,12.4753,0.3065,-2.6594,-0.6558,6.0088
2023,2,PENELEC,39,0.8464,6.0632,0.5385,-0.9096,0.1077,2.8801
2023,2,PPL,50,-1.4533,7.0232,0.2,-3.4459,-2.3326,1.3676
2023,3,APS,51,1.152,6.7708,0.7059,-1.2153,0.4852,3.3548
2023,3,DUQ,55,0.4657,5.0799,0.4545,-1.3221,-0.3188,2.3276
2023,3,METED,39,0.8532,4.328,0.641,-0.8959,0.3178,2.8281
2023,3,PECO,59,-0.1939,6.8977,0.2373,-2.1979,-1.1011,2.4062
2023,3,PENELEC,40,0.8909,4.8155,0.7,-0.7344,0.525,2.8047
2023,3,PPL,51,-1.942,4.7749,0.1176,-3.5881,-2.3977,0.2274
2023,4,APS,53,10.6337,6.7902,1.0,8.308,10.2114,12.8339
2023,4,DUQ,57,11.1671,4.819,1.0,9.496,10.6592,13.5355
2023,4,METED,41,10.3651,4.7466,1.0,8.5221,9.8016,12.6885
2023,4,PECO,62,4.5126,6.588,1.0,2.7113,3.7529,6.8672
2023,4,PENELEC,42,10.5053,5.0226,1.0,8.7019,10.0396,12.7731
2023,4,PPL,53,8.8709,4.8587,1.0,7.1294,8.263,11.3297
2023,5,APS,63,0.8156,3.0939,0.619,-1.6223,1.1624,2.8458
2023,5,DUQ,45,0.9424,2.7152,0.8,-1.533,1.104,2.6862
2023,5,METED,32,0.5963,1.6853,0.625,-1.2299,0.8386,2.0907
2023,5,PECO,59,0.7194,6.3994,0.5763,-1.6054,0.365,3.0315
2023,5,PENELEC,32,1.2177,2.2421,0.8125,-0.8323,1.5463,2.791
2023,5,PPL,48,1.1194,4.4711,0.6875,-1.2528,1.2056,3.2362
2023,6,APS,61,9.4973,2.9875,1.0,7.0944,9.418,11.8352
2023,6,DUQ,46,10.563,3.0572,1.0,8.4569,10.2968,12.9779
2023,6,METED,30,10.5176,2.7917,1.0,8.3682,10.2039,12.9324
2023,6,PECO,48,-1.019,4.3378,0.2708,-3.5243,-1.1797,1.2596
2023,6,PENELEC,31,10.1216,6.2434,1.0,7.9771,9.6593,12.0881
2023,6,PPL,40,10.3306,4.1751,1.0,7.8005,9.7624,13.0618
2023,7,APS,61,9.4682,2.9565,1.0,7.6056,9.2846,11.8127
2023,7,DUQ,46,10.4699,2.4254,1.0,9.2803,10.1723,12.5334
2023,7,METED,30,10.4,2.6389,1.0,8.9661,10.1845,12.3505
2023,7,PECO,48,-1.1198,4.1217,0.2708,-3.3812,-1.4923,0.9699
2023,7,PENELEC,31,10.1124,6.0957,1.0,8.1298,9.6409,12.0651
2023,7,PPL,40,5.1651,4.2154,1.0,3.0695,4.864,8.0972
2023,8,APS,49,3.9844,3.3589,1.0,1.8259,3.8111,6.6188
2023,8,DUQ,40,10.2544,2.6035,1.0,8.3831,10.1855,12.5834
2023,8,METED,26,10.3584,3.0007,1.0,8.4946,10.0828,12.7472
2023,8,PECO,44,-0.6998,6.3014,0.3182,-3.2223,-1.4335,2.913
2023,8,PENELEC,25,9.9333,7.1843,1.0,7.7433,9.39,11.7159
2023,8,PPL,35,5.0157,5.2262,1.0,2.7428,4.4876,8.4684
2023,9,APS,49,3.9254,3.3048,1.0,1.8213,3.9059,6.5134
2023,9,DUQ,40,10.1,2.5653,1.0,8.5396,10.0508,11.6331
2023,9,METED,26,10.2445,2.6154,1.0,8.4736,10.2141,11.6258
2023,9,PECO,44,-0.239,5.7664,0.3182,-2.6911,-0.9193,3.6666
2023,9,PENELEC,25,9.8128,7.3194,1.0,7.4282,9.3668,11.4992
2023,9,PPL,35,4.2621,4.8648,1.0,1.566,3.8173,6.9497
2023,10,APS,49,-0.921,2.6787,0.2245,-2.7323,-0.9931,1.3508
2023,10,DUQ,39,-0.5075,2.7987,0.3077,-2.2486,-0.3719,1.263
2023,10,METED,24,-0.3467,3.3036,0.3333,-2.5232,-0.365,1.5567
2023,10,PECO,43,-0.3884,5.8675,0.2791,-2.6296,-0.8154,3.7724
2023,10,PENELEC,23,-0.0458,3.2246,0.3913,-2.1823,-0.2221,1.8445
2023,10,PPL,34,-1.1704,5.6703,0.2647,-3.9386,-1.4884,1.6396
2023,11,APS,52,4.0424,3.2222,1.0,1.7046,3.9722,6.3861
2023,11,DUQ,39,10.2295,3.5456,1.0,7.7556,10.3884,12.6326
2023,11,METED,26,10.2459,3.9938,1.0,7.9402,10.2909,12.4902
2023,11,PECO,45,-0.3144,5.534,0.3111,-3.0486,-0.817,3.1531
2023,11,PENELEC,24,9.5956,4.1042,1.0,7.1535,9.4729,11.6355
2023,11,PPL,34,4.4016,6.1252,0.9706,1.7557,4.6148,7.5542
2023,12,APS,52,3.9568,3.1288,1.0,1.4997,3.7481,5.8397
2023,12,DUQ,40,10.5602,2.9943,1.0,8.0422,10.458,12.9899
2023,12,METED,26,8.8635,3.5568,1.0,6.463,9.0775,10.7038
2023,12,PECO,49,0.2268,6.5676,0.3878,-2.6427,-0.2374,2.6908
2023,12,PENELEC,26,9.5629,3.4808,1.0,7.0414,9.6559,11.2821
2023,12,PPL,37,5.4729,5.6815,1.0,2.9345,5.2771,8.2472
2024,1,APS,52,-1.2652,3.0949,0.2692,-3.7091,-1.4728,0.6074
2024,1,DUQ,40,0.4483,2.962,0.775,-2.056,0.3467,2.8648
2024,1,METED,26,-1.5858,3.5184,0.1154,-3.9733,-1.373,0.2444
2024,1,PECO,49,0.2255,6.4967,0.3878,-2.6284,-0.2361,2.6763
2024,1,PENELEC,26,-0.8902,3.4432,0.2308,-3.3981,-0.7978,0.8196
2024,1,PPL,37,0.2426,5.6202,0.5135,-2.282,0.0478,3.0018
2024,2,APS,52,3.9385,3.2576,1.0,1.4824,3.8496,5.9378
2024,2,DUQ,40,10.3892,2.9937,1.0,7.9391,10.4407,12.1351
2024,2,METED,26,8.9386,3.5292,1.0,6.3885,9.2881,10.5854
2024,2,PECO,47,0.3699,8.0628,0.383,-2.4055,-0.4414,3.7969
2024,2,PENELEC,26,9.6116,3.5354,1.0,6.9602,9.7558,11.5706
2024,2,PPL,37,5.4028,5.8978,1.0,2.8593,5.2162,7.9039
2024,3,APS,52,3.572,3.5077,1.0,1.0209,3.4654,5.528
2024,3,DUQ,40,10.124,3.298,1.0,7.467,10.0702,12.8387
2024,3,METED,26,8.4798,3.4475,1.0,6.0393,8.9666,10.461
2024,3,PECO,47,-0.3489,8.5442,0.2766,-3.6103,-1.063,2.6345
2024,3,PENELEC,26,9.4507,4.9538,1.0,6.556,9.5392,12.6723
2024,3,PPL,38,4.6815,5.4103,0.9737,1.743,4.7883,7.1116
2024,4,APS,54,3.5895,3.4371,1.0,1.0456,3.4571,5.5046
2024,4,DUQ,39,9.8551,2.9228,1.0,7.4073,10.0265,11.8783
2024,4,METED,27,8.4516,3.1059,1.0,6.0364,9.0852,10.4828
2024,4,PECO,47,-0.304,8.4879,0.3404,-3.5962,-0.9474,3.6474
2024,4,PENELEC,27,9.0932,2.9741,1.0,6.5305,9.6091,11.1959
2024,4,PPL,39,4.773,5.2766,0.9744,1.8078,5.0102,6.8211
2024,7,APS,58,9.7869,1.8649,1.0,8.2039,9.7929,11.486
2024,7,DUQ,42,10.4212,1.1103,1.0,9.3626,10.3824,11.4023
2024,7,METED,29,10.5888,1.0268,1.0,9.4441,10.8006,11.5655
2024,7,PECO,49,0.6031,6.3307,0.4898,-1.5156,-0.0775,3.7879
2024,7,PENELEC,29,10.3783,1.5665,1.0,9.0627,10.3478,12.153
2024,7,PPL,42,6.4601,3.521,1.0,4.4645,6.4023,8.4574
2024,8,APS,60,9.4842,3.8415,1.0,6.7991,9.5353,11.7671
2024,8,DUQ,41,10.1952,2.9281,1.0,7.5206,10.374,12.1064
2024,8,METED,30,10.1128,2.5498,1.0,7.9181,10.5416,11.925
2024,8,PECO,53,0.3186,7.8914,0.5283,-2.7168,0.0143,3.5626
2024,8,PENELEC,30,9.6929,3.5082,1.0,6.9663,10.1356,11.8679
2024,8,PPL,44,6.1363,5.1378,1.0,3.2992,6.3258,8.4454
2024,9,APS,63,4.8117,2.8341,1.0,2.5049,5.1706,6.8147
2024,9,DUQ,45,10.3903,2.588,1.0,8.0173,10.5609,12.087
2024,9,METED,32,10.7398,1.576,1.0,8.988,10.9831,12.1908
2024,9,PECO,59,0.6996,5.9381,0.5763,-1.5485,0.352,2.9241
2024,9,PENELEC,32,10.3641,2.0977,1.0,8.354,10.7297,11.8489
2024,9,PPL,48,6.1584,4.2027,1.0,3.8788,6.25,8.2086
2024,10,APS,64,5.2074,2.7516,1.0,3.3862,5.4898,6.818
2024,10,DUQ,45,10.431,2.9409,1.0,8.8685,10.4945,12.3035
2024,10,METED,32,10.9631,1.736,1.0,8.9785,11.2347,12.4796
2024,10,PECO,58,0.858,6.2498,0.7241,-1.9634,0.5498,3.4715
2024,10,PENELEC,32,10.4573,2.1489,1.0,8.3444,10.819,12.3028
2024,10,PPL,48,6.2705,4.1666,1.0,3.917,6.3394,8.2297
2024,11,APS,71,4.9404,3.4066,1.0,2.4424,5.2894,6.9163
2024,11,DUQ,49,10.2603,3.7317,1.0,8.1859,10.2968,12.0132
2024,11,METED,36,10.8027,2.7637,1.0,8.7953,11.1544,12.5068
2024,11,PECO,62,5.1736,5.8726,1.0,2.3305,5.0596,7.7745
2024,11,PENELEC,36,10.3329,2.8855,1.0,8.3134,10.469,12.2027
2024,11,PPL,51,11.2326,3.8333,1.0,9.0882,11.2235,13.1656
2024,12,APS,69,0.2448,3.4955,0.5942,-2.4257,0.4732,2.4044
2024,12,DUQ,46,1.0381,3.185,0.7391,-1.2824,1.2486,3.1747
2024,12,METED,35,0.1793,2.9757,0.6,-2.0136,0.5885,1.7676
2024,12,PECO,60,0.847,6.3439,0.7333,-1.853,0.4848,2.843
2024,12,PENELEC,35,0.5425,3.0392,0.6571,-1.5856,0.8294,2.5167
2024,12,PPL,50,1.1512,4.241,0.72,-1.234,1.2766,3.1581
2025,1,APS,59,0.5654,3.864,0.6441,-1.9463,0.672,2.6998
2025,1,DUQ,40,1.3345,3.3733,0.85,-1.7941,1.5383,3.154
2025,1,METED,30,0.5618,3.4755,0.7,-1.8894,0.9886,2.6246
2025,1,PECO,50,1.3059,6.8755,0.78,-1.8207,0.9765,4.4604
2025,1,PENELEC,30,0.9731,3.6056,0.7,-1.5087,1.0967,2.9558
2025,1,PPL,45,1.6412,4.8536,0.7778,-1.0149,1.3996,4.1302
2025,2,APS,69,0.9022,3.8147,0.7681,-1.6335,1.0712,2.9412
2025,2,DUQ,46,1.7052,3.3715,0.8696,-1.0674,2.2353,3.7433
2025,2,METED,35,0.7507,3.4941,0.7143,-1.5855,1.1853,2.6733
2025,2,PECO,58,1.6265,6.8269,0.7931,-1.0888,1.5251,4.0356
2025,2,PENELEC,35,1.1395,3.8198,0.7429,-1.5161,1.1421,3.2795
2025,2,PPL,49,1.8394,5.0265,0.8163,-1.2133,1.5945,4.3492
2025,3,APS,69,10.8055,5.0807,1.0,7.5963,10.8993,13.2125
2025,3,DUQ,45,11.9666,3.9978,1.0,9.68,12.4286,13.5922
2025,3,METED,32,11.3853,4.5067,1.0,9.0452,12.0664,13.0094
2025,3,PECO,55,2.5598,10.296,0.8545,-0.4905,2.1577,6.9365
2025,3,PENELEC,32,11.7471,4.8411,1.0,9.5465,12.0584,14.481
2025,3,PPL,49,7.467,7.8469,1.0,4.3079,7.6091,10.2855
2025,4,APS,61,11.3866,5.1286,1.0,8.1655,11.4055,13.6655
2025,4,DUQ,42,12.4209,4.5077,1.0,9.934,12.89,14.3
2025,4,METED,31,11.7677,4.8292,1.0,8.988,12.579,13.889
2025,4,PECO,53,7.5161,11.9159,1.0,4.951,7.251,12.451
2025,4,PENELEC,32,12.2203,5.2474,1.0,9.5771,12.566,14.507
2025,4,PPL,43,8.218,8.2192,1.0,4.5927,8.0855,10.8655
